Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,Replaced Band Number
9000-91146,8/2/2008,12:16,HPK1,FCE,BTLH,F,AHY,3.7,48.9,20.2,30.7,,N,L-M,,,,
9000-91147,8/2/2008,12:16,HPK1,FCE,BTLH,F,AHY,3.7,48.3,18,30,,N,L,,,,
9000-91148,8/2/2008,12:16,HPK1,FCE,BTLH,F,AHY,3.8,50.5,19.7,30.1,,N,L-M,,,,
9000-91149,8/2/2008,12:54,HPK1,FCE,BTLH,F,AHY,3.4,50.1,19,29.4,,L,L,,,,
9000-91150,8/2/2008,13:00,HPK1,FCE,BTLH,F,AHY,4.1,49.4,18.4,30.2,,N,5 vsm,L,,,
9000-91151,7/30/2008,18:55,MCGC,FCE,BTLH,F,AHY,4.8,51.8,19.2,30.5,,L,L,,,,
9000-91153,7/30/2008,19:45,MCGC,FCE,BTLH,F,HY,4.1,50.3,18.5,32.3,,N,M,,90%,,
9000-91154,7/30/2008,19:45,MCGC,FCE,BTLH,F,AHY,3.9,48.8,18.1,29.2,,VH,L-M,,,,
9000-91155,7/31/2008,13:05,GNMTN,FCE,BTLH,F,AHY,3.6,51.2,18.7,31,,N,L,,,,
9000-91156,7/31/2008,13:25,GNMTN,FCE,BTLH,F,AHY,4.1,50.6,18.4,32.5,,VL,L,1c,,,
9000-91157,7/31/2008,13:25,GNMTN,FCE,BTLH,F,AHY,3.4,50.9,18.4,30,,N,L,6c sm,,,
9000-91158,7/31/2008,13:35,GNMTN,FCE,BTLH,F,AHY,3.8,50.8,18.2,30.2,,N,VL,,,,
9000-91159,7/31/2008,14:04,GNMTN,FCE,BTLH,F,AHY,3.7,50.8,19,31.1,,M-H,L,,,,
9000-91160,7/31/2008,14:18,GNMTN,FCE,BTLH,F,AHY,3.9,50.6,19.2,30.5,,L,L,,,,
9000-91161,7/31/2008,14:25,GNMTN,FCE,BTLH,F,AHY,3.8,49.6,19,30,,L,M,3c sm,,,
9000-91162,7/31/2008,15:00,GNMTN,FCE,BTLH,F,HY,3.2,49.3,17.5,29.2,,,M,,,,
9000-91163,7/30/2008,19:25,MCGC,FCE,BTLH,M,HY,4.2,49.8,17.2,29.1,,N,H,,85%,,
9000-91164,7/31/2008,15:40,KV1,FCE,BTLH,F,AHY,3.4,49.7,18.8,28.8,,VL,VH,,,,
9000-91165,7/31/2008,15:40,KV1,FCE,BTLH,F,AHY,3.5,50.2,18.4,30.6,,VL,L,,,,
9000-91166,7/31/2008,15:40,KV1,FCE,BTLH,F,AHY,3.6,51.4,19,30.3,,N,H,,,,
9000-91167,7/31/2008,15:55,KV1,FCE,BTLH,M,HY,3.5,48.2,17.7,29.2,,N,M,,90%,,
9000-91168,7/31/2008,16:05,KV1,FCE,BTLH,F,AHY,4.3,49.9,19.2,31,,N,L-M,1c,,,
9000-91169,7/31/2008,16:20,KV1,FCE,BTLH,F,AHY,4.6,50.6,19.7,30.2,,L,M,,,,
9000-91170,7/31/2008,16:20,KV1,FCE,BTLH,F,AHY,3.7,51,18.1,31.6,,M,L-M,,,,
9000-91171,7/31/2008,16:20,KV1,FCE,BTLH,F,AHY,3.9,49.6,18.4,30,,N,L,,,,
9000-91172,7/23/2008,16:40,KV1,FCE,BTLH,F,AHY,3.8,51,17.5,31,,N,M-H,,,,
9000-91173,7/31/2008,16:40,KV1,FCE,BTLH,M,HY,3.5,48.9,17,29.3,,N,H,,,,
9000-91174,7/31/2008,18:20,HOLZ,FCE,BTLH,F,AHY,3.6,50.4,18.2,32,,M,L,6c,,,
9000-91175,7/31/2008,18:25,HOLZ,FCE,BTLH,F,AHY,3.3,49.3,17.6,29,,N,L,,,,
9000-91176,7/31/2008,18:35,HOLZ,FCE,BTLH,F,AHY,3.8,50.3,18.5,31.5,,N,L,,,,
9000-91177,7/31/2008,18:55,HOLZ,FCE,BTLH,F,AHY,4.5,51.5,20,30,,VH,L,,,,
9000-91178,7/31/2008,19:00,HOLZ,FCE,BTLH,F,AHY,4,49.6,19,31.4,,L,L-M,,,,
9000-91179,7/31/2008,19:30,HOLZ,FCE,BTLH,F,AHY,3.5,49.9,18.5,31.2,,M,VL,,,,
9000-91180,8/1/2008,10:52,MP1,FCE,BTLH,F,HY,3.2,50.4,,29.2,,N,L,,90%,,
9000-91181,8/1/2008,10:52,MP1,FCE,BTLH,F,AHY,4,51.4,19.2,30.2,,N,H,,,,
9000-91182,8/1/2008,10:52,MP1,FCE,BTLH,F,AHY,3.8,50.6,20.2,30,,H,L-M,,,,
9000-91183,8/1/2008,10:52,MP1,FCE,BTLH,F,AHY,3.4,51.2,18.2,29.1,,H,M,1c,,,
9000-91184,8/1/2008,11:16,MP1,FCE,BTLH,F,AHY,3.5,49.2,19.5,30.2,,N,L,,,w/HY E90969,
9000-91185,8/1/2008,11:35,MP1,FCE,BTLH,F,AHY,3.9,50.2,18.9,30.5,,H,M,,,,
9000-91186,8/1/2008,12:25,MP1,FCE,BTLH,F,AHY,4,51.3,19.2,30.6,,L,M,,,,
9000-91187,8/1/2008,12:25,MP1,FCE,BTLH,F,AHY,3.3,50.6,19.1,29,,L-M,VL,2 c sm,,,
9000-91188,8/1/2008,12:45,MP1,FCE,BTLH,F,AHY,3.4,49,18,29.5,,L,L-M,8c,,,
9000-91189,8/1/2008,12:45,MP1,FCE,BTLH,F,AHY,3.7,48.7,18.8,30,,N,,,,,
9000-91190,8/1/2008,12:57,MP1,FCE,BTLH,F,HY,3.6,48.6,18.8,31,,N,L-M,,,,
9000-91191,8/1/2008,12:57,MP1,FCE,BTLH,F,AHY,4.1,50.4,18.8,30,,H,,,,"w/HYs E91190, E90972",
9000-91192,8/1/2008,19:25,MCGC,FCE,BTLH,F,AHY,3.8,50.5,18.1,30.4,,H,L,,,,
9000-91193,8/1/2008,19:35,MCGC,FCE,BTLH,F,AHY,3.3,49.4,17.8,29.3,,H,VL,,,,
9000-91194,8/1/2008,20:20,MCGC,FCE,BTLH,F,AHY,3.8,49.8,18.1,29.2,,L,L,,,,
9000-91195,8/2/2008,6:27,MCGC,FCE,BTLH,F,AHY,3.4,49.6,18.1,30.2,,VL,L,,,,
9000-91196,8/2/2008,6:39,MCGC,FCE,BTLH,F,AHY,3.8,49.5,18.1,28,,N,L-M,11c,,,
9000-91197,8/2/2008,6:39,MCGC,FCE,BTLH,F,AHY,3.7,50,19.2,29,,N,VL,,,,
9000-91198,8/2/2008,7:13,MCGC,FCE,BTLH,F,AHY,4.2,49.5,19.3,29.1,,N,L,2 c vsm,,,
9000-91199,8/2/2008,7:43,MCGC,FCE,BTLH,F,AHY,3.8,50.1,19.1,30.5,,N,M,,,,
9000-91200,8/2/2008,11:02,HPK1,FCE,BTLH,F,AHY,3.7,50.1,19,30.5,,N,L,,,,
9000-91201,8/15/2008,10:05,KV1,FCE,BTLH,F,AHY,4,50.4,18,29,,H,L,6c,,,
9000-91202,8/15/2008,10:53,KV1,FCE,BTLH,F,AHY,3.7,49.6,19.6,29.5,,L,L,,,,
9000-91203,8/15/2008,11:05,KV1,FCE,BTLH,F,AHY,4,48.6,19.2,29,,H,H,,,,
9000-91204,8/15/2008,11:20,KV1,FCE,BTLH,F,AHY,3.8,51.2,19.5,31,,N,L,,,,
9000-91205,8/15/2008,11:28,KV1,FCE,BTLH,F,AHY,3.3,49.1,19.2,29.9,,,,,,,
9000-91206,8/15/2008,13:25,GNMTN,FCE,BTLH,F,HY,3.6,50.9,19.5,31,,,M-H,,,,
9000-91207,8/15/2008,13:30,GNMTN,FCE,BTLH,F,AHY,4.9,50.6,19,31,,L,H,,,,
9000-91208,8/15/2008,13:45,GNMTN,FCE,BTLH,F,AHY,3.4,50.2,19.5,29.8,,H,L,,,,
9000-91209,8/15/2008,13:50,GNMTN,FCE,BTLH,F,HY,3.9,51,18.8,29.5,,,,,90%,,
9000-91210,8/16/2008,13:42,MCGC,FCE,BTLH,F,AHY,3.4,49.2,19,30.7,,VL,M,,,,
9000-91211,8/15/2008,14:15,GNMTN,FCE,BTLH,F,HY,3.8,49,,29.5,,N,,,,,
9000-91212,8/16/2008,13:50,MCGC,FCE,BTLH,F,HY,4,49.7,17.9,29.9,,N,L,,,,
9000-91213,8/16/2008,14:08,MCGC,TBE,BTLH,F,HY,3.3,47.6,17.9,30.5,,N,M,,,,
9000-91214,8/16/2008,14:20,MCGC,FCE,BTLH,F,AHY,3.4,50.2,19,29.1,,M,L,,,,
9000-91215,8/16/2008,14:40,MCGC,FCE,BTLH,F,HY,4.2,48.1,19,27,,N,M,,,,
9000-91216,8/17/2008,6:57,MCGC,FCE,BTLH,F,AHY,3.2,51.3,19,31,,VL,L,,,,
9000-91217,8/17/2008,7:19,MCGC,FCE,BTLH,F,AHY,3.4,48.9,18.3,29.8,,L,L,10c,,,
9000-91219,8/20/2008,7:56,MCGC,FCE,BTLH,F,HY,3.9,48.8,18,29.1,,N,M,,80%,,
9000-91220,8/20/2008,8:10,MCGC,FCE,BTLH,F,AHY,3.9,49.1,18.2,30,,VH,VL,,,,
9000-91221,8/20/2008,8:37,MCGC,FCE,BTLH,F,AHY,4,50.6,18,30.8,,H,L-M,2 c sm,,,
9000-91222,8/20/2008,11:02,CC2,FCE,BTLH,M,HY,3.7,50.7,16.9,29.5,,N,H,,,,
9000-91223,8/20/2008,12:06,CC2,FCE,BTLH,F,HY,3.4,48.7,19,29,,N,M,,90%,,
9000-91224,8/21/2008,9:40,HOLZ,FCE,BTLH,F,HY,3.7,50.2,18,29.8,,N,L,,90%,,
9000-91225,8/21/2008,9:53,HOLZ,TBE,BTLH,F,AHY,4.3,49.3,18,30,,H,M,,,,
9000-91226,8/21/2008,9:50,HOLZ,TBE,BTLH,F,AHY,3.4,49.6,18,29.5,,H,L,,,,
9000-91227,8/21/2008,11:10,HOLZ,TBE,BTLH,F,AHY,3.5,49,18,30.5,,VL,VL,2 vsm,,,
9000-91228,8/21/2008,14:15,KV1,FCE,BTLH,F,AHY,3.8,49.3,19,29.2,,M-H,L,,,"old bill injury, 5mm from base",
9000-91229,8/21/2008,15:00,KV1,FCE,BTLH,F,AHY,3.5,49.5,19,30.3,,M-H,L,,,,
9000-91231,8/19/2008,10:33,MCGC,TBE,BTLH,M,HY,3.9,47.6,17.9,29,,N,H,,80%,,
9000-91232,8/19/2008,11:33,MCGC,TBE,BTLH,M,HY,3.7,49.4,18.1,31,,N,H,2c vsm,80%,,
9000-91233,8/20/2008,7:16,MCGC,FCE,BTLH,M,HY,3.3,48.6,16,30.8,,N,M-H,,,,
9000-91234,8/20/2008,7:38,MCGC,FCE,BTLH,M,HY,3.2,47.7,17.1,29.2,,N,H,2c vsm,,,
9000-91235,8/20/2008,8:15,MCGC,FCE,RUHU,F,HY,4.2,45.3,16.2,26.7,,N,VL,,90%,,
9000-91236,8/20/2008,8:15,MCGC,TBE,BTLH,M,AHY,3.3,49.5,18.2,32,,N,,,,,
9000-91237,8/20/2008,8:30,MCGC,FCE,BTLH,M,AHY,3.7,49.3,18.1,31,,N,,,,,
9000-91238,8/20/2008,11:00,CC2,FCE,BTLH,M,AHY,3.8,48.4,18.2,30.8,,N,,,,,
9000-91239,8/21/2008,9:50,HOLZ,TBE,BTLH,M,HY,3.5,47.6,17.8,29.5,,N,H,5,,,
9000-91240,8/21/2008,10:30,HOLZ,TBE,RUHU,F,AHY,3.7,44.3,15.5,26,,N,,13,,,
9000-91241,8/21/2008,11:10,HOLZ,FCE,BTLH,M,HY,3.6,48.7,14.2,28.2,,N,H,,,w/E91174 HY,
9000-91242,8/21/2008,11:58,HOLZ,FCE,BTLH,M,HY,3.7,50.2,17.8,30,,N,,,,,
9000-91243,8/21/2008,16:20,GNMTN,TBE,RUHU,F,AHY,4.3,43.8,17.5,27.5,,L,L,,,,
9000-91244,8/22/2008,9:04,MCGC,FCE,RUHU,M,HY,3.2,42.5,15.9,27,,L,H,1c,90%,,
9000-91245,8/21/2008,16:30,GNMTN,TBE,RUHU,F,AHY,4.3,44.2,17.5,25.5,,L,L,2c,,,
9000-91246,8/22/2008,8:27,MCGC,FCE,BTLH,M,AHY,3.5,49.8,18.2,31.2,,N,,,,,
9000-91247,8/22/2008,10:03,MCGC,FCE,RUHU,F,AHY,3.6,42.6,17.2,27.1,,M,M,9,,,
9000-91248,8/23/2008,8:20,MCGC,FCE,BTLH,M,HY,3.5,49.7,17.5,30.3,,N,H,2c,60%,,
9000-91249,8/23/2008,14:50,MCGC,TBE,BTLH,M,HY,3.7,47.9,18.7,29.5,,N,H,,60%,,
9000-91250,8/23/2008,14:52,MCGC,FCE,BTLH,M,HY,3.7,49.6,15,30.2,,N,M,,95%,,
9000-91251,8/19/2008,11:40,GC1,FCE,BTLH,M,HY,3.3,49,16.5,29.2,,N,H,,,,
9000-91252,8/23/2008,17:25,MP1,FCE,RUHU,F,HY,3.8,44.5,17.2,26.2,,L,L,,80%,,
9000-91253,8/23/2008,17:27,MP1,FCE,BTLH,M,HY,4,49.3,17,29,,N,H,,90%,,
9000-91254,8/23/2008,17:54,MP1,FCE,RUHU,F,AHY,3.8,44.2,18.3,27.3,,M,M,15c,,,
9000-91255,8/23/2008,18:45,HPK1,FCE,BTLH,M,HY,3.5,49.9,18.5,29,,N,M,1l,,,
9000-91256,8/23/2008,18:55,HPK1,FCE,BTLH,M,HY,4.1,49.8,17,29.6,,N,H,1r,,,
9000-91257,8/23/2008,19:07,HPK1,FCE,BTLH,M,AHY,3.2,50.7,16,30,,,,,,,
9000-91258,8/23/2008,19:12,HPK1,FCE,BTLH,M,HY,4.5,48.9,18,29.1,,N,,,,,
9000-91259,8/23/2008,19:13,HPK1,FCE,BTLH,M,HY,3.7,49.2,16.8,29.5,,N,H,4l,,,
9000-91260,8/25/2008,9:46,HPK1,FCE,BTLH,M,HY,3.7,47.9,16.7,31,,N,H,,,,
9000-91261,8/19/2008,9:06,MCGC,TBE,BTLH,F,AHY,3.6,49.3,18.3,31,,VH,M,4c,,,
9000-91262,8/19/2008,9:16,MCGC,TBE,BTLH,F,HY,3.4,49.6,18.9,30,,N,L,,80%,,
9000-91263,8/19/2008,10:56,MCGC,TBE,BTLH,F,AHY,3.4,48.1,18.9,30,,N,VL,,,,
9000-91264,8/19/2008,11:00,MCGC,TBE,BTLH,F,AHY,4.1,50.3,18.6,31,,N,L,,,,
9000-91265,8/19/2008,11:17,MCGC,TBE,BTLH,F,AHY,3.7,48.6,18.6,30,,N,L,,75%,,
9000-91266,8/23/2008,8:54,MCGC,TBE,BTLH,F,AHY,3.5,49.2,18.9,31,,H,L,5c,,,
9000-91267,8/23/2008,9:03,MCGC,FCE,BTLH,F,AHY,4,51.4,18.8,30,,H,H,,,,
9000-91268,8/23/2008,19:25,HPK1,FCE,BTLH,F,AHY,3.7,50.2,19.2,30,,N,L,,,,
9000-91269,8/23/2008,19:28,HPK1,FCE,BTLH,F,HY,4,49.6,17.3,30.5,,N,L,,,,
9000-91270,8/24/2008,6:54,MCGC,FCE,BTLH,F,HY,4,49.7,18.2,30.5,,N,L,,,,
9000-91271,8/24/2008,7:23,MCGC,FCE,BTLH,F,AHY,3.6,50.4,19.3,29.9,,VH,L,,,,
9000-91272,8/24/2008,7:37,MCGC,FCE,BTLH,F,AHY,4,50.8,19.8,30.8,,VH,M-H,,,,
9000-91273,8/25/2008,9:30,HPK1,FCE,BTLH,F,AHY,3.4,49.3,18.9,29.9,,L-M,L,,,,
9000-91274,8/25/2008,9:30,HPK1,FCE,BTLH,F,AHY,3.9,49.6,19.6,30.6,,M,H,,,,
9000-91275,8/25/2008,10:10,HPK1,FCE,BTLH,F,HY,3.5,51.7,18.8,30,,N,M-H,,80%,,
9000-91276,8/25/2008,11:22,HPK1,FCE,BTLH,F,HY,3.7,49.2,17.2,29.2,,N,M,,80%,,
9000-91277,8/25/2008,10:38,HPK1,FCE,BTLH,F,HY,3.5,49.7,17.9,29.5,,N,L-M,,,,
9000-91278,8/25/2008,11:12,HPK1,FCE,BTLH,F,AHY,3.3,50.4,19.3,30,,H,L,,,,
9000-91279,8/25/2008,11:23,HPK1,FCE,BTLH,F,HY,3.5,50.2,19,30,,L,VL,,,,
9000-91280,8/25/2008,11:50,HPK1,FCE,BTLH,F,HY,3.3,50.7,18.2,30.2,,N,L-M,,,,
9000-91281,8/15/2008,10:05,KV1,FCE,BTLH,M,HY,3.5,48,17.7,29,,N,H,,,,
9000-91282,8/15/2008,10:53,KV1,FCE,RUHU,F,AHY,3.3,46,17.8,27.2,,,VL,,,,
9000-91283,8/15/2008,13:04,GNMTN,FCE,RUHU,F,HY,3.9,45.6,16.8,27.8,,,,,90%,,
9000-91284,8/15/2008,14:03,GNMTN,FCE,RUHU,F,AHY,3.8,45.1,18.2,27.8,,,L,12c,,,
9000-91285,8/16/2008,14:20,MCGC,FCE,RUHU,F,HY,3.9,44.2,18,26.9,,N,L-M,,80%,,
9000-91286,8/16/2008,14:55,MCGC,FCE,BTLH,M,HY,4.3,49.5,17.5,31,,N,H,,90%,,
9000-91287,8/16/2008,15:27,MCGC,FCE,BTLH,M,HY,4,48.8,17,28.4,,N,M,1c,90%,,
9000-91291,8/21/2008,17:40,GNMTN,FCE,CAHU,M,HY,3.8,41.9,14.2,20.2,,,M,5c,,,
9000-91292,8/22/2008,10:10,MCGC,FCE,CAHU,F,AHY,2.9,42.8,14.8,20.8,,M,M-H,,,,
9000-91296,8/15/2008,14:15,GNMTN,FCE,RUHU,M,HY,3.5,41.8,15.5,26.4,,,H,3c,,,
9000-91297,8/21/2008,9:53,HOLZ,TBE,RUHU,M,HY,4.3,42.3,16.8,25.5,,N,,5,,,
9000-91298,8/23/2008,7:07,MCGC,FCE,RUHU,M,HY,4.2,42.6,15.8,26.6,,N,H,1,,,
9000-91299,8/25/2008,13:40,MP1,FCE,RUHU,M,HY,3.4,440,16,27.8,,N,H,3c,,,
9000-91300,8/26/2008,11:05,MP1,TBE,RUHU,M,HY,3.2,41.7,15.1,27,,N,VH,7c,60%,,
9000-91301,8/11/2008,6:45,MCGC,FCE,CAHU,M,HY,3,40.4,14,21,,N,H,7c,,,
9000-91302,8/11/2008,10:45,HPK1,FCE,CAHU,F,HY,2.5,41.7,15.1,24,,N,L,,,,
9000-91303,8/13/2008,8:30,MCGC,FCE,CAHU,F,AHY,2.6,42.1,15.8,20,,VL,L,,,,
9000-91304,8/13/2008,18:03,HPK1,FCE,CAHU,M,HY,2.9,42.5,14.5,20.5,,N,M,1c,,,
9000-91305,8/14/2008,13:05,MP1,FCE,CAHU,F,AHY,2.8,42.1,16.1,21,,L-M,M,,,,
9000-91306,8/15/2008,10:36,KV1,FCE,CAHU,M,AHY,3.2,38,14,18.2,,,,,,,
9000-91307,8/15/2008,13:30,GNMTN,FCE,CAHU,M,HY,3.5,42.4,13.4,20,,N,H,3c,,,
9000-91308,8/15/2008,14:15,GNMTN,FCE,CAHU,F,HY,3,44.1,15.5,22,,N,M,,,,
9000-91309,8/19/2008,11:10,GC1,FCE,CAHU,M,HY,2.9,43.2,14.3,22,,N,L-M,,90%,,
9000-91310,8/21/2008,11:33,HOLZ,TBE,CAHU,F,AHY,2.8,42.1,14,19,,N,L,,,,
9000-91311,8/13/2008,8:15,MCGC,FCE,BTLH,F,HY,3.7,49.7,18.9,30.5,,N,L,,70%,w/E90266 AHY F,
9000-91312,8/13/2008,12:00,CC3,FCE,BTLH,F,AHY,3.4,50.3,18.3,30.5,,L,L,,,,
9000-91313,8/13/2008,18:10,HPK1,TBE,BTLH,F,AHY,3.8,49.7,19.2,30,,N,M,2c,,,
9000-91314,8/13/2008,18:20,HPK1,TBE,BTLH,F,AHY,3.7,48.9,19,30,,H,L,8 vsm,,,
9000-91315,8/13/2008,18:27,HPK1,TBE,BTLH,F,AHY,3.7,48.5,17.4,30,,VH,M,6 sm,,,
9000-91316,8/13/2008,18:35,HPK1,TBE,BTLH,F,HY,3.6,48.5,18,29,,N,M,,,,
9000-91317,8/13/2008,18:55,HPK1,FCE,BTLH,F,AHY,3.4,49.3,18.8,30,,H,M,,,,
9000-91318,8/13/2008,19:07,HPK1,FCE,BTLH,F,AHY,3.9,51.2,18.5,30,,H,L-M,,,,
9000-91319,8/13/2008,19:23,HPK1,TBE,BTLH,F,AHY,3.9,50.1,19,,,N,VL,,,,
9000-91320,8/14/2008,8:06,MCGC,FCE,BTLH,F,AHY,3.6,49.1,19.5,30.8,,H,L,3c,,,
9000-91321,8/14/2008,8:20,MCGC,FCE,BTLH,F,AHY,4,50.7,19.3,28.8,,M-H,L,6,,,
9000-91322,8/14/2008,8:20,MCGC,FCE,BTLH,F,HY,3.8,50.2,18.4,31,,N,L,,90%,,
9000-91323,8/14/2008,8:55,MCGC,FCE,BTLH,F,HY,3.8,49.8,18.8,30,,N,M,,90%,,
9000-91324,8/14/2008,11:20,MP1,FCE,BTLH,F,AHY,4.6,50,19.1,31,,L,VL,,,,
9000-91325,8/14/2008,11:28,MP1,FCE,BTLH,F,AHY,4.5,49.1,18,30.5,,L,L,2 sm,,,
9000-91326,8/14/2008,11:45,MP1,FCE,BTLH,F,AHY,3.8,49.8,18,29.5,,N,L-M,,,,
9000-91327,8/14/2008,11:52,MP1,FCE,BTLH,F,HY,3.7,49.6,17.8,29.2,,N,M,,90%,,
9000-91328,8/14/2008,11:52,MP1,FCE,BTLH,F,AHY,4,49.4,19,29.5,,L,M,,,,
9000-91329,8/14/2008,11:58,MP1,FCE,BTLH,F,AHY,4.2,50.9,19.5,30.3,,H,L-M,,,,
9000-91330,8/14/2008,12:15,MP1,FCE,BTLH,F,AHY,3.3,50,19,28.9,,N,,,,w/E91097 HY,
9000-91331,8/14/2008,12:20,MP1,FCE,BTLH,F,AHY,4.7,51.8,18.7,30.3,,N,M,,,,
9000-91332,8/14/2008,12:25,MP1,FCE,BTLH,F,HY,4,49,19,30,,N,,,,,
9000-91333,8/14/2008,12:35,MP1,FCE,BTLH,F,AHY,3.2,50,19,31,,H,L,,,,
9000-91334,8/14/2008,13:05,MP1,FCE,BTLH,F,HY,3.4,48.8,18.5,29.5,,N,,,90%,,
9000-91335,8/14/2008,13:10,MP1,FCE,BTLH,F,AHY,3.8,49.8,18.4,30,,N,L,,,,
9000-91336,8/14/2008,13:15,MP1,TBE,BTLH,F,HY,4.1,48.1,18,31,,N,M,,,,
9000-91337,8/14/2008,13:15,MP1,TBE,BTLH,F,AHY,3.7,51.1,19.4,29.5,,N,M,,,,
9000-91338,8/14/2008,13:15,MP1,TBE,BTLH,F,AHY,3.6,49.8,18.3,29.5,,N,L,3 sm,,,
9000-91339,8/14/2008,13:32,MP1,TBE,BTLH,F,HY,3.7,48.4,18.9,29,,N,L-M,,80%,,
9000-91340,8/14/2008,13:44,MP1,TBE,BTLH,F,AHY,3.5,48.5,18.2,29,,H,L-M,,,,
9000-91341,8/14/2008,13:48,MP1,TBE,BTLH,F,AHY,4.4,48.2,18,28,,H,M,,,,
9000-91342,8/14/2008,13:52,MP1,TBE,BTLH,F,HY,3.9,49.8,17.6,30,,N,L,,90%,,
9000-91343,8/14/2008,14:06,MP1,TBE,BTLH,F,AHY,3.7,48,18,29,,N,VL,,,,
9000-91344,8/14/2008,14:10,MP1,TBE,BTLH,F,AHY,3.4,49.1,19.1,31,,L,L,,,,
9000-91345,8/14/2008,14:10,MP1,TBE,BTLH,F,AHY,3.9,48.5,17.8,29,,H,H,,,,
9000-91346,8/14/2008,14:10,MP1,FCE,BTLH,F,HY,3.6,47.9,18,29.2,,N,L-M,,95%,,
9000-91347,8/15/2008,9:38,KV1,FCE,BTLH,F,AHY,3.3,51.9,19,30.8,,VL,M,,,,
9000-91348,8/15/2008,9:42,KV1,FCE,BTLH,F,AHY,3.8,50.4,19,30,,H,M-H,3c,,,
9000-91349,8/15/2008,9:42,KV1,FCE,BTLH,F,AHY,3.9,50.3,19,29.6,,H,L,7c,,,
9000-91350,8/15/2008,10:05,KV1,FCE,BTLH,F,HY,3.9,49.4,19,30,,H,L,,,,
9000-91351,8/11/2008,14:17,MP1,FCE,BTLH,F,AHY,3.5,48.8,19.5,30,,L,L,,,,
9000-91352,8/11/2008,14:32,MP1,TBE,BTLH,F,AHY,3.7,48.4,17.6,29,,N,L-M,,,,
9000-91353,8/11/2008,14:32,MP1,TBE,BTLH,F,HY,3.8,48,20,29.5,,N,L-M,,,,
9000-91354,8/11/2008,14:32,MP1,FCE,BTLH,F,AHY,3.6,49.1,19,29.1,,L,M,7c,,,
9000-91355,8/11/2008,14:48,MP1,FCE,BTLH,F,AHY,3.1,50,19,29.2,,,M,,,,
9000-91356,8/11/2008,15:03,MP1,FCE,BTLH,F,AHY,4.2,49.7,19.3,29.1,,L,L,,,,
9000-91357,8/11/2008,15:03,MP1,FCE,BTLH,F,AHY,3.7,50.3,19,30.2,,H,M,1c,,,
9000-91358,8/11/2008,15:03,MP1,FCE,BTLH,F,AHY,3.8,49.6,18.2,30,,H,L,,,,
9000-91359,8/11/2008,15:15,MP1,FCE,BTLH,F,AHY,3.3,50.4,19,29.8,,H,L,,,,
9000-91360,8/11/2008,15:15,MP1,FCE,BTLH,F,AHY,3.2,50.3,19.6,29.5,,M-H,M,,,,
9000-91361,8/11/2008,15:15,MP1,FCE,BTLH,F,AHY,3.5,48.5,19,29.5,,H,L,,,,
9000-91362,8/11/2008,15:15,MP1,FCE,BTLH,F,AHY,3.3,48.9,19.6,30,,H,M,8c ,,,
9000-91363,8/11/2008,15:15,MP1,FCE,BTLH,F,AHY,3.5,49.8,18.6,29,,H,M,10c,,,
9000-91364,8/11/2008,15:35,MP1,FCE,BTLH,F,AHY,3.5,49.3,18.7,29,,H,VL,,,,
9000-91365,8/11/2008,15:35,MP1,FCE,BTLH,F,AHY,3.6,49.6,20,29.2,,H,M,1c,,,
9000-91366,8/11/2008,15:45,MP1,FCE,BTLH,F,AHY,4.2,50.4,19.5,30.5,,N,L,2 sm,,,
9000-91367,8/11/2008,15:55,MP1,FCE,BTLH,F,AHY,3.3,50,18,30.2,,L-M,L,4 vsm,,,
9000-91368,8/11/2008,15:55,MP1,FCE,BTLH,F,AHY,4,50.8,18.2,31,,,,,,,
9000-91369,8/11/2008,15:55,MP1,FCE,BTLH,F,HY,3.7,50,18,30.8,,N,L-M,,,,
9000-91370,8/12/2008,19:34,MCGC,FCE,BTLH,F,AHY,4.2,50.2,19.5,29.4,,H,M,,,,
9000-91371,8/12/2008,19:48,MCGC,FCE,BTLH,F,HY,3.7,49.8,18,30.5,,N,VH,,,,
9000-91372,8/13/2008,7:15,MCGC,FCE,BTLH,F,AHY,3.7,49.6,18.9,30.2,,M-H,L-M,5 vsm,,,
9000-91373,8/13/2008,7:40,MCGC,FCE,BTLH,F,AHY,3.8,49.2,18.8,30.5,,N,L,,,,
9000-91374,8/13/2008,7:40,MCGC,FCE,BTLH,F,HY,3.5,48.7,17.5,30,,N,L,,90%,,
9000-91375,8/13/2008,8:05,MCGC,FCE,BTLH,F,HY,4.1,48.2,16.5,31,,N,M,,90%,,
9000-91376,8/6/2008,12:18,GNMTN,FCE,RUHU,F,AHY,4.9,42.2,18,26.5,,L,L,5c,,,
9000-91377,8/6/2008,12:31,GNMTN,FCE,RUHU,F,AHY,4,43.7,18,27.6,,L,H,11c,,,
9000-91378,8/6/2008,15:14,KV1,FCE,BTLH,M,AHY,5.1,48.6,19,29.4,,N,,,,,
9000-91379,8/6/2008,15:14,KV1,FCE,BTLH,M,HY,3.7,49.3,16.5,29.9,,N,H,,,,
9000-91380,8/6/2008,15:30,KV1,FCE,RUHU,F,AHY,4.2,44.5,17.1,28.2,,N,,15c,,,
9000-91381,8/7/2008,6:49,MCGC,TBE,RUHU,F,HY,3.4,44,16.6,26.5,,N,VL,1c,80%,,
