Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,
9000-39964,08/02/2007,12:30,GC1,FCE,BTLH,F,AHY,4.2,50.5,19.4,32.1,5.2,L,4 v sm,M,,"old r1, rufous feather in crown",
9000-39965,08/02/2007,12:45,GC1,FCE,BTLH,F,AHY,3.7,50.0,18.1,28.0,5.5,N,,H,,or pollen on bill,
9000-39966,08/02/2007,13:08,GC1,FCE,BTLH,F,AHY,3.9,51.5,20.0,30.5,5.5,N,,M,,,
9000-39967,08/02/2007,13:09,GC1,FCE,BTLH,F,AHY,3.4,50.3,18.3,31.1,5.6,N,1c,M,,old back feathers-golden color,
9000-39968,08/03/2007,7:25,MCGC,FCE,BTLH,M,HY,3.4,49.0,16.2,29.8,4.8,N,,H,95%,"r3 3lX3w, r2 pointed w stress bar",
9000-39969,08/03/2007,7:25,MCGC,FCE,BTLH,M,HY,3.8,49.1,16.0,30.0,5.5,N,2c,H,90%,"r2 pointed/no blk tip, r3 2.5wX3l",
9000-39970,08/03/2007,7:55,MCGC,FCE,BTLH,F,AHY,3.5,49.3,18.2,28.8,5.5,VL,,M-H,,,
9000-39971,08/03/2007,8:36,MCGC,TBE,BTLH,F,AHY,4.2,48.3,18.8,30.0,5.5,N,4c,M,90%,,
9000-39972,08/03/2007,8:40,MCGC,FCE,BTLH,F,AHY,3.7,50.5,18.8,30.5,5.7,L-M,,L,,,
9000-39973,08/08/2007,13:33,MP1,TBE,BTLH,F,AHY,3.6,49.4,18.3,31.5,5.5,N,,L,,,
9000-39974,08/08/2007,14:00,MP1,TBE,BTLH,F,HY,3.5,49.2,17.5,30.0,5.5,N,,L,90%,,
9000-39975,08/08/2007,14:18,MP1,TBE,BTLH,F,AHY,3.7,48.8,18.8,30.5,5.0,H,,L,,,
9000-39976,08/08/2007,14:18,MP1,TBE,BTLH,F,AHY,3.6,48.8,18.5,31.5,6.0,H,,L,,,
9000-39977,08/08/2007,14:50,MP1,TBE,BTLH,F,AHY,3.5,49.4,18.3,32.0,5.8,N,5c,L,,or pollen,
9000-39978,08/08/2007,14:50,MP1,TBE,BTLH,F,AHY,3.7,49.0,19.1,31.5,5.5,L,,L,,,
9000-39979,08/08/2007,14:50,MP1,TBE,BTLH,F,AHY,3.5,48.4,18.2,30.3,5.0,N,,L,,,
9000-39980,08/08/2007,15:23,MP1,TBE,BTLH,F,AHY,3.7,49.2,18.3,,,N,2 gn c,H,,,
9000-39981,08/08/2007,15:23,MP1,TBE,BTLH,F,AHY,3.7,49.7,18.6,31.0,5.5,L,,L,,,
9000-39982,08/08/2007,15:23,MP1,TBE,BTLH,F,HY,3.6,48.0,17.5,31.0,5.5,N,,L,95%,,
9000-39983,08/08/2007,15:50,MP1,TBE,BTLH,F,AHY,3.5,50.0,18.5,32.0,6.0,N,,L,,,
9000-39984,08/08/2007,16:10,MP1,TBE,BTLH,F,AHY,3.7,49.7,18.0,32.0,5.5,M,3c,L,,r3R MTW,
9000-39985,08/12/2007,6:57,MCGC,FCE,BTLH,F,AHY,3.1,48.4,18.2,29.5,4.6,H,,L,,"r4,5 HTW",
9000-39986,08/12/2007,7:00,MCGC,FCE,BTLH,F,AHY,3.4,50.5,19.3,29.0,5.8,H,5 v sm,H,,r4 HTW,
9000-39987,08/12/2007,7:10,MCGC,FCE,BTLH,F,HY,3.6,49.2,17.9,29.9,5.5,N,,M,90%,"r2 rounded/blk tip, r3 4wX6l",
9000-39988,08/12/2007,7:10,MCGC,FCE,BTLH,F,AHY,3.4,48.0,19.2,29.5,5.1,N,,M,,,
9000-39989,08/12/2007,7:40,MCGC,FCE,BTLH,F,AHY,4.0,50.4,19.2,30.2,5.4,H,,L-M,,"r3-5 HTW, old r1s",
9000-39990,08/12/2007,8:00,MCGC,FCE,BTLH,F,HY,3.9,49.7,18.8,31.0,5.5,N,,M,80%,"r2 rounded/blk tip, r3 6lX5w",
9000-39993,08/07/2007,10:48,WC1,FCE,BTLH,F,AHY,3.6,50.4,19.2,30.0,5.4,L,,M,,"r2-4L, r3R LTW",
9000-39994,08/07/2007,11:20,WC1,FCE,BTLH,F,AHY,3.7,51.0,18.0,30.8,5.5,L,,L,,,
9000-39995,08/08/2007,11:05,GNMTN,FCE,BTLH,F,AHY,4.3,50.7,18.8,31.8,5.7,N,1 sm gn,L,,,
9000-39996,08/08/2007,11:25,GNMTN,FCE,BTLH,F,AHY,3.4,49.5,19.0,31.0,5.0,VL,2 sm gn,L,,,
9000-39997,08/08/2007,11:52,GNMTN,FCE,BTLH,F,AHY,3.4,,19.0,30.5,5.5,VL,,M,,"p9,10R tip missing, p10L tip missing",
9000-39998,08/08/2007,12:08,GNMTN,FCE,BTLH,F,AHY,4.1,49.6,,31.0,5.5,H,,H,,r3-5L HTW,
9000-39999,08/08/2007,12:32,GNMTN,FCE,BTLH,F,AHY,3.7,50.0,20.0,30.0,5.6,H,,L,,"r5s HTW, others NTW",
9000-40000,08/08/2007,12:45,GNMTN,FCE,BTLH,F,AHY,3.4,50.0,18.1,29.1,4.9,N,,M,,new r3-5s,
9000-40001,08/08/2007,15:00,KV1,FCE,RUHU,F,AHY,3.3,44.6,18.1,27.5,3.4,N,23c,,,,
9000-40002,08/12/2007,7:00,MCGC,FCE,RUHU,F,HY,4.0,46.7,17.9,27.0,4.0,N,,90%,VL,"r5R growing in, r1 is B type",
9000-40003,08/12/2007,7:00,MCGC,TBE,BTLH,M,HY,3.9,49.3,17.3,28.5,6.0,N,,H,60%,"r3 3wX4.5l, r2 pointed, r5 blk without rufous and has white tip",
9000-40004,08/12/2007,7:40,MCGC,FCE,BTLH,M,AHY,3.6,49.2,18.0,30.7,4.4,N,,,,r5 white inner web at tip,
9000-40005,08/12/2007,19:30,MP1,TBE,RUHU,F,AHY,4.2,43.8,17.0,27.0,3.0,N,17c,L,,,
9000-40006,08/21/2007,8:18,MCGC,FCE,BTLH,M,HY,3.7,49.5,,29.8,5.8,N,1c,H,,"r3 3.6wX4L, r2 blk tip ru stripe",
9000-40007,08/13/2007,10:35,WC1,FCE,BTLH,M,HY,3.5,48.6,17.7,28.5,6.0,N,,H,95%,prob related to E40035 HY F,
9000-40008,08/13/2007,11:35,WC1,FCE,BTLH,M,AHY,3.9,50.7,18.0,32.2,4.6,N,,,,r5 v sm white area inner web near tip,
9000-40009,08/13/2007,12:50,WC1,FCE,BTLH,M,HY,3.9,50.3,17.9,29.6,6.0,N,1L,H,85%,"r2 ru stripe, blk base r3-5, r3 4lX3.5w 1 r1 tip missing",
9000-40010,08/14/2007,9:45,MCGC,FCE,BTLH,M,HY,3.5,49.8,18.1,31.0,5.6,N,,VH,80%,"r3 4lX4w, r2 pointed, ru stripe, blk base r3",
9000-40011,08/21/2007,9:05,MCGC,FCE,BTLH,M,HY,3.6,48.6,17.8,30.0,6.0,N,,H,80%,"r3 2.5X2.5, r2 ru stripe and blk tip",
9000-40012,08/21/2007,11:30,HPK1,FCE,BTLH,M,HY,3.4,49.8,17.1,28.8,5.4,N,2c,H,95%,"r3 3wX3L, y pollen on bill",
9000-40013,08/21/2007,11:40,HPK1,FCE,BTLH,M,HY,3.9,49.3,17.3,30.2,5.6,N,,H,95%,pink feet,
9000-40014,08/21/2007,12:10,HPK1,FCE,BTLH,M,HY,3.3,47.5,17.2,29.5,6.0,N,,M-H,95%,,
9000-40015,08/21/2007,12:10,HPK1,FCE,BTLH,M,HY,3.5,49.3,17.2,30.0,5.9,N,1c,H,90%,gray feet,
9000-40016,08/21/2007,12:35,HPK1,FCE,BTLH,M,HY,3.4,47.5,17.9,30.0,5.2,N,2R,M,90%,gf are large,
9000-40017,08/21/2007,12:45,HPK1,FCE,BTLH,M,HY,3.3,49.5,17.2,28.6,5.0,N,3 lg,M,90%,,
9000-40018,08/21/2007,15:33,MP1,FCE,BTLH,M,HY,4.0,50.6,17.5,30.5,5.0,N,,H,90%,r1 stress bar,
9000-40019,08/21/2007,15:50,MP1,FCE,BTLH,M,HY,3.7,49.3,17.8,30.0,6.0,N,,M,70%,,
9000-40020,08/21/2007,16:18,MP1,FCE,BTLH,M,HY,3.5,48.9,18.0,29.8,5.5,N,1c,H,,,
9000-40021,08/08/2007,15:50,MP1,TBE,BTLH,M,HY,3.6,48.0,17.8,30.0,5.0,,,,,,
9000-40022,08/08/2007,19:00,MCGC,TBE,RUHU,F,HY,4.0,44.0,16.4,28.2,4.0,,,,,,
9000-40023,08/08/2007,19:25,MCGC,TBE,RUHU,F,AHY,3.7,43.2,18.0,29.5,3.5,N,18c,L,,,
9000-40024,08/08/2007,19:30,MCGC,TBE,BTLH,M,HY,3.9,45.8,16.7,27.5,6.0,N,,M,,,
9000-40025,08/13/2007,18:40,MCGC,TBE,BTLH,M,HY,3.6,48.5,17.6,30.0,6.0,N,1L,H,,"r3 2lX2w, r2 rufous inner web, blk tip, pointed",
9000-40026,08/13/2007,18:58,MCGC,TBE,RUHU,F,AHY,3.9,42.6,17.0,27.0,4.0,N,15c,L,,,
9000-40027,08/13/2007,18:58,MCGC,TBE,BTLH,M,HY,3.9,48.0,17.0,31.0,4.5,N,1c,H,95%,"r3 3.5wX3l, r2 blk tip, ptd, r3 black to base",
9000-40028,08/13/2007,19:28,MCGC,TBE,RUHU,F,HY,3.8,44.7,17.5,26.5,4.0,N,2c,L,90%,,
9000-40029,08/14/2007,8:45,MCGC,TBE,RUHU,F,AHY,4.0,44.0,17.5,26.5,4.0,N,30c,L,,,
9000-40030,08/14/2007,9:52,MCGC,TBE,BTLH,M,HY,3.4,48.0,17.5,29.5,5.5,N,,H,95%,,
9000-40031,08/14/2007,10:00,MCGC,TBE,BTLH,M,AHY,3.6,48.2,17.5,30.0,5.0,N,,,,r3-5 white areas,
9000-40032,08/14/2007,12:55,MCGC,TBE,BTLH,M,HY,3.5,48.2,18.0,31.5,5.5,N,,H,85%,,
9000-40033,08/14/2007,13:17,MCGC,TBE,BTLH,M,HY,3.5,46.0,17.5,27.5,4.5,N,,H,90%,,
9000-40034,08/08/2007,12:58,GNMTN,FCE,RUHU,M,HY,,41.8,15.9,26.0,3.5,L,1c,H,90%,"r1 c type, caught w/RUHU AHY F",
9000-40035,08/14/2007,13:45,GNMTN,TBE,BTLH,M,HY,3.6,48.0,17.5,29.0,5.0,,,,90%,,
9000-40036,08/14/2007,14:25,GNMTN,TBE,BTLH,M,HY,3.4,47.5,17.5,29.5,4.5,,,,95%,,
9000-40037,08/21/2007,16:45,MP1,FCE,BTLH,M,HY,3.7,49.6,17.3,30.3,5.8,N,3c,H,90%,6 mm band,
9000-40038,08/22/2007,7:15,MCGC,FCE,BTLH,M,HY,4.0,50.4,16.2,29.0,6.0,,,M-H,,"r3 4lX3.8w, no blk on r3-5 base",
9000-40039,08/22/2007,7:30,MCGC,TBE,BTLH,M,HY,3.6,50.2,17.5,29.5,5.0,N,3c,H,90%,r3 3wX3.5l,
9000-40040,08/22/2007,7:35,MCGC,TBE,BTLH,M,HY,3.9,49.8,17.3,29.2,6.0,N,1c,H,90%,"r3 4wX3.5l, blk at base, r2 rufous stripe",
9000-40041,08/14/2007,9:57,KV1,FCE,RUHU,M,HY,3.7,43.3,17.1,26.9,3.5,L,3c,H,85%,r1 c type,
9000-40043,08/14/2007,12:15,GNMTN,FCE,RUHU,M,HY,3.7,42.2,15.7,26.9,3.4,N,2c,H,95%,r1 c type,
9000-40045,08/31/2007,10:33,MP1,TBE,BTLH,M,HY,3.8,47.8,17.5,28.5,6.0,L,1c,M,75%,"r3 4wX4l, r3 sm blk at base, 5.8 mm band slipped off, used 5.6 mm ",
9000-40051,08/09/2007,17:57,MCGC,FCE,BTLH,F,AHY,3.6,49.1,19.1,27.7,5.2,H,,M,,old back feathers-golden color,
9000-40052,08/09/2007,18:05,MCGC,FCE,BTLH,F,AHY,4.2,51.1,19.1,31.0,5.2,VL,,H,,,
9000-40053,08/08/2007,18:17,HOLZ,FCE,BTLH,F,AHY,3.9,49.6,19.0,30.1,5.0,VL,,L-M,,,
9000-40054,08/09/2007,19:00,MCGC,FCE,BTLH,F,HY,3.7,47.9,17.8,29.2,5.4,,,M,90%,"r3 7lX4.2w, no blk at base",
9000-40055,08/12/2007,8:00,MCGC,FCE,BTLH,F,HY,3.5,48.9,17.9,29.5,5.7,N,,H,90%,"r2 blk tip, rounded, r3 4.5lx5w",
9000-40056,08/12/2007,8:00,MCGC,FCE,BTLH,F,AHY,3.0,48.9,19.1,30.0,5.0,M,1 v sm,L,,,
9000-40057,08/12/2007,7:00,MCGC,TBE,BTLH,M,HY,3.5,48.2,17.4,29.5,5.0,,,,,"r4,5R missing",
9000-40058,08/12/2007,18:42,MCGC,TBE,BTLH,F,AHY,4.2,49.3,19.0,30.5,6.0,M,4c,M,,,
9000-40059,08/12/2007,19:05,MP1,FCE,BTLH,F,AHY,3.8,49.2,18.1,29.0,5.5,M,6c,M,,old r1,
9000-40060,08/12/2007,19:20,MP1,TBE,BTLH,F,AHY,3.6,50.3,18.0,32.0,6.0,N,,VL,,,
9000-40061,08/12/2007,19:20,MP1,TBE,BTLH,F,AHY,4.5,49.2,19.2,30.0,6.0,N,,M,,,
9000-40062,08/12/2007,19:25,MP1,TBE,BTLH,F,AHY,3.9,48.9,18.0,30.0,5.0,L,,L,,r3 LTW,
9000-40063,08/12/2007,19:30,MP1,TBE,BTLH,F,AHY,4.2,49.2,19.0,30.0,5.0,L,5c,M,,,
9000-40065,08/13/2007,10:30,WC1,FCE,BTLH,F,HY,4.1,50.3,17.8,29.2,5.1,,,H,98%,"r3 3lX3w, r2 rounded, gn and blk r3, prob related to E40007",
9000-40066,08/13/2007,11:05,WC1,FCE,BTLH,F,AHY,3.5,51.9,18.8,30.8,5.5,L,,L,,,
9000-40067,08/13/2007,11:50,WC1,FCE,BTLH,F,HY,3.5,49.6,18.0,30.8,6.0,N,,L,95%,no black on base of rectrices,
9000-40068,08/13/2007,12:28,WC1,FCE,BTLH,F,HY,3.6,48.0,17.0,29.5,5.8,N,,L,95%,,
9000-40069,08/14/2007,9:52,MCGC,TBE,BTLH,F,AHY,3.8,49.5,19.0,31.0,6.0,M,4c,L,,,
9000-40070,08/14/2007,13:07,MCGC,TBE,BTLH,F,AHY,3.3,49.0,18.5,30.5,5.0,N,,L,,,
9000-40071,08/14/2007,13:07,MCGC,TBE,BTLH,F,AHY,3.6,49.5,19.0,31.0,5.5,N,,L,,,
9000-40072,08/14/2007,17:50,MCGC,TBE,BTLH,F,AHY,3.6,48.8,18.2,31.0,5.0,L,2 v sm,L,,,
9000-40073,08/21/2007,8:55,MCGC,TBE,BTLH,F,AHY,3.5,49.0,19.1,30.8,6.0,H,9c,M,,,
9000-40074,08/21/2007,9:04,MCGC,FCE,BTLH,F,AHY,3.4,49.3,18.8,32.4,6.0,L,,M,,"r3s LTW, p9, 10R missing tips",
9000-40075,08/21/2007,11:20,HPK1,FCE,BTLH,F,AHY,3.5,51.2,19.2,30.2,5.1,H,,M,,"r3-5R, r5L HTW, r3,4L LTW",
9000-40076,08/21/2007,11:20,HPK1,FCE,BTLH,F,AHY,3.6,49.8,18.9,30.4,5.5,N,,M-H,,"r3L, r5R LTW",
9000-40077,08/21/2007,11:58,HPK1,FCE,BTLH,F,HY,3.5,50.4,18.1,29.1,5.5,N,,L,95%,"r1 str bar, old bill injury 2mm from base",
9000-40078,08/21/2007,12:10,HPK1,FCE,BTLH,F,AHY,3.8,48.9,18.0,28.2,4.8,N,,M,,,
9000-40079,08/21/2007,12:45,HPK1,FCE,BTLH,F,HY,3.7,48.3,18.9,29.8,6.0,N,,L,90%,,
9000-40080,08/21/2007,13:10,HPK1,FCE,BTLH,M,HY,3.3,49.1,17.0,30.0,5.0,N,,M,85%,r1 two stress bars,
9000-40081,08/21/2007,8:48,MCGC,FCE,BTLH,M,AHY,3.7,50.7,18.2,33.2,4.8,N,,,,,
9000-40082,08/21/2007,15:10,MP1,FCE,BTLH,F,AHY,3.7,50.7,18.3,30.5,5.5,M,,M,,r5s MTW,
9000-40083,08/21/2007,15:20,MP1,FCE,BTLH,F,HY,3.5,49.5,18.2,29.4,5.6,N,,M,90%,,
9000-40084,08/21/2007,15:33,MP1,FCE,BTLH,F,AHY,3.9,50.1,19.1,29.8,5.5,M,,L-M,,"r3 MTW, r4-5 LTW",
9000-40085,08/21/2007,15:50,MP1,FCE,BTLH,F,AHY,4.3,50.0,19.3,29.3,,H,,L,,old r1,
9000-40086,08/21/2007,16:14,MP1,FCE,BTLH,F,AHY,3.3,50.0,18.8,29.1,5.2,H,,L,,r3-5R HTW,
9000-40087,08/21/2007,16:18,MP1,FCE,BTLH,F,AHY,3.7,50.4,19.2,29.4,5.3,N,7c,M,,"p10R tip missing, 49mm wing chord",
9000-40088,08/21/2007,16:18,MP1,FCE,BTLH,F,AHY,3.3,49.3,18.6,29.4,5.4,L,6,M,,"3 lg, 3 sm gf ctr",
9000-40089,08/21/2007,16:35,MP1,FCE,BTLH,F,AHY,3.6,50.1,19.0,30.0,5.6,L,,M-H,,2 old r1s,
9000-40090,08/21/2007,16:55,MP1,FCE,BTLH,F,HY,3.4,49.6,17.8,30.1,5.0,N,,H ,85%,r1 stress bar,
9000-40091,08/15/2007,9:30,MCGC,FCE,BTLH,F,AHY,3.8,49.0,19.6,29.0,5.5,VL,,L-M,,,
9000-40092,08/15/2007,9:30,MCGC,FCE,BTLH,F,AHY,4.1,51.2,18.2,30.8,5.6,VL,,M,,,
9000-40093,08/21/2007,17:00,MP1,TBE,BTLH,M,HY,4.0,51.3,17.2,30.2,5.5,N,,H,,6 mm band,
9000-40094,08/22/2007,7:20,MCGC,FCE,BTLH,F,HY,3.6,48.8,17.0,29.2,5.5,,,M,95%,"r3 4X4, r2 rounded, blk tip, rufous stripe, r1 minor stress bar",
9000-40095,08/22/2007,11:45,WC1,FCE,BTLH,F,HY,3.4,50.0,18.8,31.8,5.4,N,,L,95%,"r3 4.5lX3.7w, rounded, no blk along r3-5 rachis",
9000-40096,08/21/2007,9:07,MCGC,TBE,BTLH,M,HY,3.3,48.9,16.9,29.5,6.2,N,,H,90%,"r1 ptd, r2 blk tip and ru stripe, r3 2X2",
9000-40097,08/22/2007,17:07,MP1,TBE,BTLH,F,HY,4.0,47.9,18.0,29.2,5.5,N,,H,80%,"r1,3,5 str bar, r3 4.5wX5L",
9000-40098,08/22/2007,17:07,MP1,TBE,BTLH,F,AHY,4.0,49.6,19.7,30.0,5.0,L,,M,,,
9000-40099,08/22/2007,17:22,MP1,TBE,BTLH,F,HY,3.3,49.3,18.7,30.0,5.5,N,1c,M,70%,"r3 5wX5l, gf is gn/red ",
9000-40100,08/22/2007,17:48,MP1,TBE,BTLH,F,AHY,3.6,48.5,19.0,32.0,6.0,L,,M,,"r3,4 LTW",
9000-40101,08/14/2007,12:43,GNMTN,FCE,BTLH,F,AHY,3.7,50.0,18.0,30.2,5.2,L,,M,,r3s LTW,
9000-40102,08/14/2007,12:56,GNMTN,FCE,BTLH,F,AHY,3.3,49.6,19.6,29.6,5.2,VL,,H,,"r2 bn at tip, r1 blk tip",
9000-40103,08/14/2007,14:40,HOLZ,FCE,BTLH,F,AHY,3.5,50.4,18.1,31.5,5.2,L,,M,,r3s LTW,
9000-40104,08/14/2007,14:58,HOLZ,FCE,BTLH,F,AHY,3.5,50.0,18.1,30.0,5.1,L-M,,H,,"r3,4 L-MTW",
9000-40105,08/14/2007,15:08,HOLZ,FCE,BTLH,F,AHY,4.7,51.7,20.3,30.7,5.0,H,,H,,old r1s,
9000-40106*,08/14/2007,15:53,HOLZ,FCE,BTLH,F,AHY,,51.5,19.0,30.0,6.0,N,,L,,*Former E39491,
9000-40107,08/22/2007,7:59,MCGC,TBE,BTLH,M,HY,3.6,47.3,16.5,31.2,5.0,N,,H,70%,"r1 str bar, r3 3wX3l",
9000-40108,08/14/2007,16:30,HOLZ,FCE,BTLH,F,AHY,4.4,51.0,18.1,30.2,5.5,N,1 v sm,M,,,
9000-40109,08/15/2007,9:15,MCGC,FCE,BTLH,M,HY,4.2,50.2,17.0,31.0,5.4,N,,H,90%,"r1,3 str bar, r3 5lX4w",
9000-40110,08/15/2007,9:18,MCGC,FCE,BTLH,F,HY,3.6,50.6,18.1,30.6,5.6,N,,M,90%,"r3 5X5, r2 ru stripe/blk tip, gn only on r3",
9000-40111,08/23/2007,10:22,GNMTN,FCE,BTLH,F,AHY,3.6,50.2,19.7,30.8,5.0,M,,M,,"r3s MTW, r4-5 new",
9000-40112,08/23/2007,11:44,GNMTN,FCE,BTLH,F,AHY,3.5,50.5,18.0,29.6,5.0,M,,L-M,,r3-5 MTW,
9000-40113,08/23/2007,13:27,KV1,FCE,BTLH,F,HY,3.8,50.4,18.5,28.8,6.2,N,,M,95%,r3 5X5,
9000-40114,08/24/2007,10:33,MP1,TBE,BTLH,F,HY,3.2,47.2,17.8,27.8,5.0,N,,M,90%,"r3 5wX7l, r2 rounded w/blk tip and ru stripe,r1 str bar, green cheeks",
9000-40115,08/24/2007,10:42,MP1,TBE,BTLH,F,AHY,3.6,49.7,17.9,28.0,5.0,L,,L,,"r1 blk tip, r3 white tip, old plumage",
9000-40116,08/24/2007,10:50,MP1,FCE,BTLH,F,AHY,3.9,50.6,19.0,29.4,5.0,VL,7c,M,,r3 VLTW,
9000-40117,08/24/2007,11:00,MP1,TBE,BTLH,F,HY,3.4,49.1,17.6,30.0,5.0,N,,M,,r3 4wX5.5l,
9000-40118,08/24/2007,11:15,MP1,TBE,BTLH,F,AHY,3.7,50.2,18.8,29.0,5.0,VL,,L,,old r1s,
9000-40119,08/24/2007,11:27,MP1,TBE,BTLH,F,HY,3.4,50.2,18.5,28.5,6.0,N,,L,,"r3 5.5wX7l, r2 blk tip, rounded, v sm ru stripe",
9000-40120,08/24/2007,11:55,MP1,FCE,BTLH,F,AHY,4.0,50.6,18.5,30.0,6.0,M,,L-M,,,
9000-40121,08/24/2007,12:04,MP1,FCE,BTLH,F,HY,3.6,49.8,17.0,30.3,5.5,N,,L-M,70%,"r3 4.2wX4.6l, r2,3 faint stress bar",
9000-40122,08/24/2007,12:12,MP1,FCE,BTLH,M,HY,4.4,50.3,18.0,29.8,5.5,N,pin f,H,90%,"r2 pointed, blk tip, ru stripe, r3-5 blk at base",
9000-40123,08/24/2007,12:12,MP1,FCE,BTLH,F,HY,3.3,48.5,18.2,29.8,5.8,N,,M,90%,"r1 str bar, r3 5.5lX3.6w, r3-5 gn at base, r2 blk tip, no ru stripe",
9000-40124,08/24/2007,12:35,MP1,FCE,BTLH,M,HY,3.4,48.5,15.6,28.0,6.0,N,,M,90+%,"r2 blk tip, ptd, ru stripe,r3 2.9lX3.6w",
9000-40125,08/24/2007,12:45,MP1,FCE,BTLH,F,HY,3.1,48.5,,29.6,5.0,,,,90%,,
9000-40126,08/24/2007,13:13,MP1,FCE,BTLH,F,AHY,3.8,49.9,19.1,30.2,5.0,H,,L,,"all rects M-HTW, old r1s",
9000-40127,08/24/2007,13:12,MP1,FCE,BTLH,F,HY,3.2,48.3,17.3,30.6,5.1,N,,VL,95%,,
9000-40129,08/24/2007,13:43,MP1,FCE,BTLH,F,HY,3.5,48.8,18.9,29.6,5.0,N,,L-M,90%,r3 5lX4w,
9000-40130,08/24/2007,18:48,HPK1,TBE,BTLH,F,HY,3.7,48.5,17.0,25.5,5.5,N,,M,,"pointed r1,2, r3 3.5wX4.5l, r2 blk tip, ru stripe, no blk on r3-5 base, r5 blk outer web",
9000-40131,08/22/2007,18:00,MP1,FCE,BTLH,F,AHY,3.7,50.5,17.5,30.5,5.0,M,,L,,"r3,4 MTW, flew away with E40142",
9000-40132,08/22/2007,18:12,MP1,TBE,BTLH,M,HY,3.7,47.7,17.5,30.0,5.0,N,,VH,80%,"6.0 mm band, r2 blk tip, wide ru stripe, r3 3lX3.2w",
9000-40133,08/22/2007,18:31,MP1,FCE,BTLH,F,HY,3.5,50.1,18.2,29.5,5.0,N,,M,90%,"r3 6lX4w, r2 blk tip, no ru stripe",
9000-40134,08/23/2007,8:15,MCGC,TBE,BTLH,F,HY,3.6,48.5,17.8,31.0,5.5,N,,H,90%,,
9000-40135,08/23/2007,8:30,MCGC,TBE,BTLH,F,HY,3.2,49.8,17.9,30.5,5.5,N,,L,80%,,
9000-40136,08/23/2007,10:50,MCGC,TBE,BTLH,F,HY,3.7,48.0,18.0,30.0,5.0,N,,H,90%,,
9000-40137,08/23/2007,18:42,MCGC,TBE,BTLH,M,HY,3.9,49.0,18.0,29.5,5.0,N,5c,H,60%,,
9000-40138,08/23/2007,19:20,MCGC,TBE,BTLH,F,AHY,3.8,50.8,19.2,,5.0,H,,L,,r1-5 HTW,
9000-40139,08/24/2007,7:34,MCGC,FCE,BTLH,F,HY,3.4,49.9,18.7,29.1,5.0,N,,M,90%,"r1 str bar, r2 blk tip, ru stripe, rounded, r3-5 gn at base, r3 5lX4.8w",
9000-40140,08/24/2007,10:21,MP1,FCE,BTLH,F,AHY,3.3,50.3,19.5,29.0,5.2,VL,,L,,old bill injury midway to tip,
9000-40141,08/22/2007,17:38,MP1,TBE,BTLH,M,HY,3.8,47.8,17.2,28.0,5.0,N,1c,H,95%,r1 rounded,
9000-40142,08/22/2007,18:00,MP1,TBE,BTLH,M,HY,3.6,48.6,16.8,28.0,5.0,N,2c,H,95%,"r3 3wX3l, ru wash/white, r2 blk tip, ru stripe, captured w/ E41031 BTLH AHY F",
9000-40143,08/23/2007,8:01,MCGC,TBE,BTLH,M,HY,3.7,49.4,17.6,30.0,5.0,N,2c,H,90%,r3 2wX2l white tip,
9000-40144,08/23/2007,10:52,MCGC,TBE,BTLH,M,HY,3.6,49.3,17.5,30.0,5.5,N,,H,90%,,
9000-40145,08/24/2007,8:09,MCGC,FCE,BTLH,M,HY,3.6,48.2,15.7,31.0,6.2,N,,M-H,95%,"r3 4.5lX4w, r2 pointed ru/blk stripe and blk tip",
9000-40146,08/24/2007,8:50,MCGC,FCE,BTLH,M,HY,3.4,48.6,17.0,28.8,5.2,N,2c,H,95%,"r3 3lX3.2w, r2 pointed, blk tip, ru stripe",
9000-40147,08/24/2007,10:20,MP1,TBE,BTLH,M,HY,3.8,47.9,16.6,31.0,5.0,,,H,,r3 3wX2.5l,
9000-40148,08/24/2007,10:40,MP1,TBE,BTLH,M,HY,3.8,48.2,16.5,29.0,5.0,N,,H,90%,"r3 3wX3l, r3 gn base, r5 blk area outer web",
9000-40149,08/24/2007,11:14,MP1,FCE,BTLH,M,AHY,3.6,49.1,17.6,31.0,5.0,,,,,"5.8 mm band was too large, cut down slightly",
9000-40150,08/24/2007,11:40,MP1,FCE,BTLH,M,HY,3.7,48.0,17.2,29.9,5.5,N,,H,80%,"r3 2.5wX2.5l, pointed r2, faint ru stripe, faint blk on r3,4 base, blk on r5",
9000-40151,08/24/2007,12:45,MP1,FCE,BTLH,M,HY,3.9,49.9,17.1,27.1,5.2,N,,H,95%,,
9000-40152,08/24/2007,12:45,MP1,FCE,BTLH,M,HY,3.5,49.1,17.2,30.0,5.7,N,,H,90%,"r3 3.5lX3w, r2 blk tip, rufous stripe",
9000-40153,08/24/2007,18:23,HPK1,TBE,BTLH,M,HY,3.5,47.0,17.0,29.5,6.0,N,1c,H,90%,"r3 3wX4l, r2 blk tip, ru stripe,pointed, r5 outer web blk to base",
9000-40154,08/24/2007,18:40,HPK1,TBE,BTLH,M,HY,3.7,47.1,16.5,29.0,6.0,N,,H,80%,"r3 3X3, r2 ptd, blk tip, ru stripe",
9000-40155,08/25/2007,7:45,MCGC,FCE,BTLH,M,HY,3.7,48.1,18.0,28.3,5.5,N,,H,95%,"r3 3.2lX2.9w, r3 sm stress bar",
