Band Number,Date,Time,Site,Bander,Species,Age,Sex,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,Old Band Number
4100-08617,07/01/2010,11:29,KV1,FCE,BTLH,AHY,F,3.27,49.7,18.3,30.0,,,,,,,
4100-08618,07/01/2010,11:39,KV1,FCE,BTLH,AHY,F,3.7,51.1,18.8,31.2,,,,,,,
4100-08619,07/01/2010,13:03,GNMTN,FCE,BTLH,AHY,F,3.53,49.6,18.0,31.1,,,,,,,
4100-08620,07/01/2010,13:03,GNMTN,FCE,BTLH,AHY,F,3.6,49.6,19.0,30.0,,,,,,,
4100-08621,07/01/2010,13:18,GNMTN,FCE,BTLH,AHY,F,3.9,50.6,,,,,,,,"E7, missing r1s",
4100-08622,07/01/2010,13:22,GNMTN,FCE,BTLH,AHY,F,3.42,49.7,18.7,30.0,,,,,,,
4100-08623,07/01/2010,13:22,GNMTN,FCE,BTLH,AHY,F,3.27,50.2,19.7,30.0,,,,,,,
4100-08624,07/01/2010,13:22,GNMTN,FCE,BTLH,AHY,F,3.98,49.5,18.8,29.4,,,,,,E6,
4100-08625,07/01/2010,13:22,GNMTN,FCE,BTLH,AHY,F,3.62,49.6,19.2,31.0,,,,,,,
4100-08626,07/01/2010,14:15,GNMTN,FCE,BTLH,AHY,F,3.36,48.8,18.3,30.0,,,,,,,
4100-08627,07/01/2010,14:22,GNMTN,FCE,BTLH,AHY,F,3.64,49.3,19.2,30.2,,,,,,,
4100-08628,07/01/2010,14:22,GNMTN,FCE,BTLH,AHY,F,3.58,50.9,18.6,30.5,,,,,,,
4100-08629,07/01/2010,14:22,GNMTN,FCE,BTLH,AHY,F,3.39,49.6,19.2,29.5,,,,,,,
4100-08630,07/01/2010,10:15,KV1,FCE,BTLH,AHY,F,3.54,51.0,18.3,30.8,,,,,,E6+,
4100-08631,06/23/2010,17:44,KV1,FCE,BTLH,AHY,F,3.56,48.5,18.0,30.0,,,,,,E6+,
4100-08632,06/23/2010,18:47,GNMTN,FCE,BTLH,AHY,F,3.63,49.7,18.1,30.7,,,,,,,
4100-08633,06/23/2010,18:55,GNMTN,FCE,BTLH,AHY,F,3.93,50.8,19.3,31.8,,,,,,,
4100-08634,06/23/2010,19:03,GNMTN,FCE,BTLH,AHY,F,3.62,48.7,18.2,28.0,,,,,,,
4100-08635,06/23/2010,19:04,GNMTN,FCE,BTLH,AHY,F,4.49,51.5,18.5,31.5,,,,,,E9,
4100-08636,06/23/2010,19:22,GNMTN,FCE,BTLH,AHY,F,4.39,50.3,18.9,30.2,,,,,,,
4100-08637,06/23/2010,19:39,GNMTN,FCE,BTLH,AHY,F,3.53,50.1,18.3,29.0,,,,,,,
4100-08638,06/23/2010,19:43,GNMTN,FCE,BTLH,AHY,F,4.74,50.3,19.2,30.0,,,,,,E9,
4100-08639,06/23/2010,19:43,GNMTN,FCE,BTLH,AHY,F,4.47,48.9,18.2,29.0,,,,,,E9,
4100-08640,06/23/2010,19:52,GNMTN,FCE,BTLH,AHY,F,4,49.3,18.7,31.2,,,,,,E7,
4100-08641,06/26/2010,19:44,MCGC,TBE,BTLH,AHY,F,3.8,49.1,18.4,31.0,,,,,,,
4100-08642,06/26/2010,19:44,MCGC,FCE,BTLH,AHY,F,3.7,49.1,18.0,29.9,,,,,,,
4100-08643,06/26/2010,19:52,MCGC,FCE,BTLH,AHY,F,4.1,50.5,18.0,31.5,,,,,,E9,
4100-08644,06/28/2010,11:10,MP1,FCE,BTLH,AHY,F,3.66,50.3,18.8,30.0,,,,,,spider web under band,900039397
4100-08645,06/29/2010,14:25,HPK2,FCE,BTLH,AHY,F,3.38,49.7,19.0,30.0,,,,,,,
4100-08646,06/29/2010,14:38,HPK2,FCE,BTLH,AHY,F,3.69,50.0,18.8,30.0,,,,,,,
4100-08647,06/29/2010,14:54,HPK2,FCE,BTLH,AHY,F,4.29,49.5,20.2,29.3,,,,,,,
4100-08648,06/29/2010,15:30,HPK2,FCE,BTLH,AHY,F,4.3,49.8,19.2,29.2,,,,,,E6,
4100-08649,06/29/2010,16:05,HPK2,FCE,BTLH,AHY,F,3.54,51.4,19.6,30.8,,,,,,,
4100-08650,06/29/2010,16:05,HPK2,FCE,BTLH,AHY,F,3.7,49.5,20.8,29.8,,,,,,,
4100-08651,06/22/2010,12:20,MP1,FCE,BTLH,AHY,F,4,50.4,18.6,32.0,,,,,,E7,
4100-08653,06/22/2010,12:20,MP1,FCE,BTLH,AHY,F,4.12,49.8,19.2,30.1,,,,,,E8,
4100-08654,06/22/2010,12:20,MP1,FCE,BTLH,AHY,F,3.3,49.0,18.5,31.0,,,,,,,
4100-08655,06/22/2010,12:50,MP1,FCE,BTLH,AHY,F,3.84,49.6,19.2,32.0,,,,,,E6,
4100-08656,06/22/2010,12:50,MP1,TBE,BTLH,AHY,F,3.8,49.4,18.6,31.0,,,,,,,
4100-08657,06/22/2010,12:50,MP1,FCE,BTLH,AHY,F,3.66,50.7,17.8,30.5,,,,,,E6,
4100-08658,06/22/2010,12:50,MP1,TBE,BTLH,AHY,F,3.8,49.9,18.8,32.0,,,,,,E9,
4100-08659,06/22/2010,12:50,MP1,FCE,BTLH,AHY,F,3.64,49.8,19.2,30.5,,,,,,,
4100-08660,06/22/2010,12:50,MP1,TBE,BTLH,AHY,F,3.7,47.9,17.9,31.0,,,,,,E6,
4100-08661,06/22/2010,13:12,MP1,FCE,BTLH,AHY,F,3.5,50.6,18.9,30.0,,,,,,,
4100-08662,06/22/2010,13:30,MP1,FCE,BTLH,AHY,F,3.93,50.3,18.4,30.8,,,,,,E8,
4100-08663,06/22/2010,13:30,MP1,FCE,BTLH,AHY,F,4.55,49.8,18.1,31.8,,,,,,E8,
4100-08664,06/22/2010,13:57,MP1,TBE,BTLH,AHY,M,3.2,47.8,17.3,31.0,,,,,,,
4100-08665,06/22/2010,13:30,MP1,FCE,BTLH,AHY,F,3.85,51.2,18.8,30.0,,,,,,E6,
4100-08666,06/22/2010,13:30,MP1,FCE,BTLH,AHY,F,3.63,51.5,20.1,31.5,,,,,,,
4100-08667,06/22/2010,13:30,MP1,TBE,BTLH,AHY,F,3.4,49.4,17.1,29.0,,,,,,,
4100-08668,06/22/2010,13:57,MP1,FCE,BTLH,AHY,F,3.77,51.7,18.9,30.2,,,,,,E7,
4100-08669,06/22/2010,13:57,MP1,TBE,BTLH,AHY,F,3.7,49.0,18.4,29.0,,,,,,,
4100-08670,06/22/2010,14:06,MP1,TBE,BTLH,AHY,F,3.4,49.7,18.8,31.0,,,,,,E6,
4100-08671,06/22/2010,14:06,MP1,FCE,BTLH,AHY,F,3.8,48.3,17.7,29.5,,,,,,,
4100-08672,06/22/2010,14:25,MP1,FCE,BTLH,AHY,F,3.4,51.6,19.4,31.6,,,,,,,
4100-08673,06/22/2010,14:25,MP1,TBE,BTLH,AHY,F,3.4,48.8,17.9,30.0,,,,,,,
4100-08674,06/23/2010,12:08,HOLZ,FCE,BTLH,AHY,F,3.48,51.0,19.2,30.0,,,,,,,
4100-08675,06/23/2010,13:18,HOLZ,FCE,BTLH,AHY,F,3.63,50.2,19.0,29.5,,,,,,,
4100-08676,06/23/2010,13:30,HOLZ,FCE,BTLH,AHY,F,3.95,50.4,18.8,30.0,,,,,,E6,
4100-08677,06/23/2010,13:30,HOLZ,FCE,BTLH,AHY,F,3.45,50.7,18.7,30.5,,,,,,,
4100-08678,06/23/2010,16:28,KV1,FCE,BTLH,AHY,F,3.59,50.2,18.0,30.4,,,,,,,
4100-08679,06/23/2010,16:58,KV1,FCE,BTLH,AHY,F,3.58,50.2,18.8,29.5,,,,,,,
4100-08680,06/23/2010,17:15,KV1,FCE,BTLH,AHY,F,3.53,49.8,19.1,31.2,,,,,,,
4100-08681,06/23/2010,19:52,GNMTN,FCE,BTLH,AHY,F,3.3,51.9,18.2,31.2,,,,,,,
4100-08682,06/24/2010,8:25,MCGC,FCE,BTLH,AHY,F,4,50.7,19.8,30.1,,,,,,E7+,
4100-08683,06/24/2010,11:57,MP1,FCE,BTLH,AHY,F,3.3,49.7,17.5,30.5,,,,,,,
4100-08684,06/24/2010,11:57,MP1,FCE,BTLH,AHY,F,3.78,50.0,19.1,29.2,,,,,,,
4100-08685,06/24/2010,12:10,MP1,FCE,BTLH,AHY,F,,50.0,18.0,32.0,,,,,,spider web under band,600053656
4100-08686,06/24/2010,12:10,MP1,FCE,BTLH,AHY,F,4.41,49.5,18.2,30.0,,,,,,E7,
4100-08687,06/24/2010,12:10,MP1,FCE,BTLH,AHY,F,3.62,49.1,19.0,30.0,,,,,,,
4100-08688,06/24/2010,12:10,MP1,FCE,BTLH,AHY,F,3.65,49.6,18.0,30.2,,,,,,E7,
4100-08689,06/24/2010,12:10,MP1,FCE,BTLH,AHY,F,4,50.5,19.4,31.5,,,,,,E7,
4100-08691,06/24/2010,12:10,MP1,FCE,BTLH,AHY,F,3.3,48.5,19.0,29.8,,,,,,,
4100-08692,06/24/2010,13:10,MP1,FCE,BTLH,AHY,F,3.41,49.6,19.0,30.0,,,,,,,
4100-08693,06/24/2010,13:20,MP1,FCE,BTLH,AHY,F,3.52,50.0,18.0,31.1,,,,,,,
4100-08694,06/24/2010,13:20,MP1,FCE,BTLH,AHY,F,3.47,49.1,18.8,30.0,,,,,,,
4100-08695,06/24/2010,13:40,MP1,FCE,BTLH,AHY,F,3.43,49.7,17.0,30.5,,,,,,,
4100-08696,06/24/2010,13:45,MP1,FCE,BTLH,AHY,F,4.32,50.1,18.7,30.3,,,,,,,
4100-08697,06/24/2010,13:45,MP1,FCE,BTLH,AHY,F,3.52,49.5,18.2,31.5,,,,,,,
4100-08698,06/24/2010,15:58,HPK2,FCE,BTLH,AHY,F,3.99,51.3,19.9,31.0,,,,,,,
4100-08699,06/24/2010,16:06,HPK2,FCE,BTLH,AHY,F,3.49,49.8,19.0,31.0,,,,,,,
4100-08700,06/24/2010,16:24,HPK2,FCE,BTLH,AHY,F,3.26,50.6,18.9,30.1,,,,,,,
4100-08701,07/22/2010,6:00,MCGC,FCE,BTLH,AHY,F,3.6,48.8,18.2,31.0,,,,,,,
4100-08702,07/22/2010,6:00,MCGC,FCE,BTLH,AHY,F,4.1,51.2,19.0,31.1,,,,,,,
4100-08703,07/22/2010,6:24,MCGC,FCE,BTLH,AHY,F,3.4,51.5,18.1,30.2,,,,,,,
4100-08704,07/22/2010,6:24,MCGC,FCE,BTLH,AHY,F,3.6,51.8,19.2,30.2,,,,,,,
4100-08705,07/22/2010,6:24,MCGC,FCE,BTLH,AHY,F,4,50.6,20.8,30.8,,,,,,,
4100-08706,07/22/2010,6:45,MCGC,FCE,BTLH,AHY,F,3,50.1,20.1,29.0,,,,,,,
4100-08707,07/22/2010,6:45,MCGC,TBE,BTLH,AHY,F,3.5,47.8,18.7,30.0,,,,,,,
4100-08708,07/22/2010,7:00,MCGC,FCE,BTLH,AHY,F,3.4,49.2,17.4,31.0,,,,,,,
4100-08709,07/22/2010,7:30,MCGC,FCE,BTLH,AHY,F,3.4,48.9,19.3,30.0,,,,,,,
4100-08710,07/22/2010,7:50,MCGC,FCE,BTLH,AHY,F,3.6,49.6,19.2,29.7,,,,,,,
4100-08711,07/22/2010,9:30,MCGC,FCE,BTLH,AHY,F,3.9,50.5,18.0,29.0,,,,,,,
4100-08712,07/22/2010,9:45,MCGC,FCE,BTLH,AHY,F,3.9,50.2,18.5,32.0,,,,,,,
4100-08713,07/22/2010,12:23,HPK2,FCE,BTLH,AHY,F,4,51.1,19.3,31.0,,,,,,,
4100-08714,07/22/2010,13:00,HPK2,FCE,BTLH,AHY,F,3.71,49.1,18.0,29.5,,,,,,,
4100-08715,07/22/2010,13:15,HPK2,FCE,BTLH,AHY,F,3.75,49.4,18.2,29.5,,,,,,,
4100-08716,07/22/2010,13:17,HPK2,FCE,BTLH,AHY,F,3.65,49.7,18.1,30.2,,,,,,,
4100-08717,07/22/2010,13:40,HPK2,FCE,BTLH,AHY,F,4.25,50.3,19.5,31.0,,,,,,,
4100-08718,07/22/2010,13:53,HPK2,FCE,BTLH,AHY,F,3.48,49.2,17.8,30.0,,,,,,,
4100-08719,07/22/2010,13:58,HPK2,FCE,BTLH,AHY,F,3.87,49.5,18.7,30.8,,,,,,,
4100-08720,07/22/2010,14:20,HPK2,TBE,BTLH,AHY,F,3.45,50.0,18.5,30.0,,,,,,,
4100-08721,07/24/2010,19:45,MCGC,FCE,BTLH,AHY,F,4.2,49.7,18.3,30.0,,,,,,,
4100-08722,07/24/2010,20:00,MCGC,TBE,BTLH,AHY,F,3.7,49.8,18.9,31.0,,,,,,,
4100-08723,07/24/2010,20:10,MCGC,FCE,BTLH,AHY,F,4.2,49.7,18.8,31.0,,,,,,,
4100-08724,07/27/2010,6:45,MCGC,FCE,BTLH,AHY,F,4,51.1,19.0,30.1,,,,,,,
4100-08725,07/27/2010,6:45,MCGC,TBE,BTLH,AHY,F,4.1,50.4,19.1,29.5,,,,,,,
4100-08726,07/23/2010,6:24,MCGC,FCE,BTLH,AHY,F,3.6,50.9,18.5,31.2,,,,,,,
4100-08727,07/23/2010,6:59,MCGC,FCE,BTLH,AHY,F,3.4,49.9,18.1,29.0,,,,,,,
4100-08728,07/23/2010,7:08,MCGC,FCE,BTLH,AHY,F,3.6,49.7,18.9,29.6,,,,,,,
4100-08729,07/23/2010,7:08,MCGC,FCE,BTLH,AHY,F,3.5,50.1,19.9,30.0,,,,,,,
4100-08730,07/23/2010,7:08,MCGC,TBE,BTLH,AHY,F,3.4,49.2,17.3,31.0,,,,,,,
4100-08731,07/25/2010,15:10,GNMTN,FCE,RUHU,AHY,F,3.22,43.9,17.8,27.0,,,,,,,
4100-08732,07/25/2010,15:35,GNMTN,FCE,BTLH,AHY,M,3.5,49.5,17.4,32.1,,,,,,,
4100-08733,07/25/2010,15:35,GNMTN,FCE,BTLH,AHY,M,3.21,48.2,17.0,31.3,,,,,,,
4100-08734,07/25/2010,17:28,HOLZ,FCE,BTLH,AHY,M,3.61,50.5,18.1,32.0,,,,,,,
4100-08735,07/25/2010,17:45,HOLZ,FCE,RUHU,AHY,F,3.37,43.5,17.3,27.3,,,,,,,
4100-08736,07/25/2010,18:06,HOLZ,FCE,RUHU,AHY,F,3.76,43.5,17.0,27.2,,,,,,,
4100-08737,07/25/2010,15:52,GNMTN,FCE,RUHU,HY,M,3.48,41.8,15.8,27.0,,,,,,5 g.f.c.,
4100-08738,07/25/2010,18:24,HOLZ,FCE,BTLH,AHY,M,3.78,49.9,18.2,32.1,,,,,,,
4100-08739,07/25/2010,18:24,HOLZ,FCE,RUHU,AHY,F,3.31,45.2,17.5,28.5,,,,,,,
4100-08740,07/26/2010,8:24,MCGC,FCE,RUHU,AHY,F,3.6,45.3,17.0,28.1,,,,,,,
4100-08741,07/26/2010,17:42,MP1,FCE,RUHU,AHY,F,3.54,45.0,16.8,25.6,,,,,,,
4100-08742,07/26/2010,17:53,MP1,FCE,RUHU,AHY,F,3.64,44.3,17.8,28.2,,,,,,,
4100-08743,07/26/2010,18:00,MP1,FCE,BTLH,HY,M,3.6,48.6,17.2,30.2,,,,,,,
4100-08744,07/27/2010,7:30,MCGC,FCE,BTLH,AHY,M,3.3,48.6,17.8,29.5,,,,,,,
4100-08745,07/27/2010,7:30,MCGC,FCE,RUHU,AHY,F,3.4,44.8,18.2,27.2,,,,,,,
4100-08746,07/27/2010,12:00,HPK2,FCE,BTLH,AHY,M,3.68,49.2,17.2,29.8,,,,,,,
4100-08747,07/27/2010,13:00,HPK2,FCE,BTLH,HY,M,3.47,50.1,17.7,31.0,,,,,,,
4100-08748,07/28/2010,6:25,MCGC,FCE,BTLH,HY,M,3.7,48.2,17.2,29.0,,,,,,,
4100-08749,07/28/2010,7:50,MCGC,FCE,RUHU,AHY,F,3.2,46.0,18.1,27.6,,,,,,,
4100-08750,07/31/2010,7:20,MCGC,TBE,RUHU,AHY,F,3.6,44.5,17.6,26.0,,,,,,,
4100-08752,07/31/2010,13:25,HPK2,FCE,BTLH,HY,M,3.31,49.9,17.0,30.6,,,,,,,
4100-08753,07/31/2010,7:20,MCGC,TBE,RUHU,AHY,F,3.5,44.8,16.8,29.1,,,,,,,
4100-08754,07/31/2010,7:40,MCGC,TBE,RUHU,AHY,F,3.7,44.9,17.4,27.0,,,,,,,
4100-08755,07/31/2010,13:50,HPK2,FCE,RUHU,HY,F,3.15,44.3,17.0,27.0,,,,,,"1 g.f.c, 95% striation",
4100-08756,07/26/2010,8:46,MCGC,FCE,CAHU,AHY,F,2.6,42.4,15.8,21.1,,,,,,,
4100-08757,07/27/2010,7:30,MCGC,FCE,CAHU,AHY,M,2.8,40.7,14.8,17.0,,,,,,,
4100-08758,07/27/2010,8:12,MCGC,FCE,CAHU,AHY,F,3.2,44.1,15.2,20.2,,,,,,,
4100-08759,07/27/2010,8:27,MCGC,FCE,CAHU,AHY,F,2.7,41.2,15.2,20.0,,,,,,,
4100-08760,07/30/2010,7:15,MCGC,FCE,CAHU,AHY,F,3,41.5,15.5,20.6,,,,,,,
4100-08761,07/23/2010,7:59,MCGC,FCE,BTLH,AHY,F,3.9,50.1,18.0,31.4,,,,,,,
4100-08762,07/25/2010,12:20,KV1,FCE,BTLH,AHY,F,3.19,49.2,18.1,29.2,,,,,,,
4100-08763,07/25/2010,12:45,KV1,FCE,BTLH,AHY,F,4.06,50.5,19.0,30.2,,,,,,,
4100-08764,07/25/2010,12:55,KV1,FCE,BTLH,AHY,F,3.5,49.5,19.2,29.0,,,,,,,
4100-08765,07/25/2010,12:55,KV1,FCE,BTLH,AHY,F,3.41,49.3,18.8,30.2,,,,,,,
4100-08766,07/25/2010,12:55,KV1,FCE,BTLH,AHY,F,3.61,49.7,18.3,30.8,,,,,,,
4100-08767,07/25/2010,13:05,KV1,FCE,BTLH,AHY,F,3.67,49.8,18.2,31.0,,,,,,,
4100-08768,07/25/2010,13:30,KV1,FCE,BTLH,AHY,F,3.8,50.8,19.5,30.1,,,,,,,
4100-08769,07/25/2010,14:41,GNMTN,FCE,BTLH,AHY,F,3.99,51.2,18.8,30.7,,,,,,,
4100-08770,07/25/2010,15:10,GNMTN,FCE,BTLH,AHY,F,4.67,51.0,20.0,31.8,,,,,,,
4100-08771,07/25/2010,15:10,GNMTN,FCE,BTLH,AHY,F,3.69,50.1,18.1,30.0,,,,,,,
4100-08772,07/25/2010,15:25,GNMTN,FCE,BTLH,AHY,F,3.48,49.2,19.0,30.2,,,,,,,
4100-08773,07/25/2010,15:35,GNMTN,FCE,BTLH,AHY,F,3.82,50.9,19.1,30.0,,,,,,,
4100-08774,07/25/2010,15:35,GNMTN,FCE,BTLH,AHY,F,3.87,50.6,20.2,31.1,,,,,,,
4100-08775,07/25/2010,16:09,GNMTN,FCE,BTLH,AHY,F,3.7,49.4,19.3,30.0,,,,,,,
4100-08776,07/25/2010,16:10,GNMTN,FCE,BTLH,AHY,F,3.26,50.0,18.6,30.2,,,,,,,
4100-08777,07/25/2010,17:45,HOLZ,FCE,BTLH,AHY,F,3.67,49.1,18.2,31.0,,,,,,,
4100-08778,07/25/2010,17:45,HOLZ,FCE,BTLH,AHY,F,3.7,49.6,19.1,29.5,,,,,,,
4100-08779,07/25/2010,17:45,HOLZ,FCE,BTLH,AHY,F,3.5,51.3,18.0,30.8,,,,,,,
4100-08780,07/25/2010,18:10,HOLZ,FCE,BTLH,AHY,F,3.67,50.0,18.1,30.1,,,,,,,
4100-08781,07/25/2010,18:24,HOLZ,FCE,BTLH,AHY,F,4.2,50.8,19.1,31.0,,,,,,,
4100-08782,07/25/2010,18:50,HOLZ,FCE,BTLH,AHY,F,3.85,50.3,18.1,31.0,,,,,,,
4100-08783,07/25/2010,18:56,HOLZ,FCE,BTLH,AHY,F,3.77,50.0,18.2,30.0,,,,,,,
4100-08784,07/26/2010,8:00,MCGC,FCE,BTLH,AHY,F,4.1,49.4,18.1,30.8,,,,,,,
4100-08785,07/26/2010,8:00,MCGC,FCE,BTLH,AHY,F,3.2,50.6,19.0,30.5,,,,,,,
4100-08786,07/26/2010,8:24,MCGC,FCE,BTLH,AHY,F,3.7,49.4,18.2,30.6,,,,,,,
4100-08787,07/26/2010,8:46,MCGC,FCE,BTLH,AHY,F,3,49.6,20.0,29.0,,,,,,,
4100-08788,07/26/2010,9:00,MCGC,FCE,BTLH,AHY,F,3.6,49.3,18.8,31.6,,,,,,,
4100-08789,07/26/2010,17:25,MP1,FCE,BTLH,AHY,F,3.9,51.0,18.0,29.8,,,,,,,
4100-08790,07/26/2010,17:25,MP1,FCE,BTLH,AHY,F,3.49,50.4,19.1,30.0,,,,,,,
4100-08791,07/26/2010,17:57,MP1,FCE,BTLH,AHY,F,3.34,51.8,18.3,30.0,,,,,,,
4100-08792,07/26/2010,17:57,MP1,FCE,BTLH,AHY,F,3.38,48.6,19.0,30.5,,,,,,,
4100-08793,07/26/2010,17:57,MP1,FCE,BTLH,AHY,F,3.61,50.8,19.1,30.0,,,,,,,
4100-08794,07/26/2010,17:57,MP1,FCE,BTLH,AHY,F,3.5,50.7,19.0,30.0,,,,,,,
4100-08795,07/26/2010,18:20,MP1,FCE,BTLH,AHY,F,3.8,49.6,18.0,29.5,,,,,,,
4100-08796,07/26/2010,18:30,MP1,FCE,BTLH,AHY,F,4.07,51.1,19.7,29.8,,,,,,,
4100-08797,07/26/2010,18:30,MP1,FCE,BTLH,AHY,F,4.21,51.1,19.2,29.5,,,,,,,
4100-08798,07/26/2010,18:30,MP1,FCE,BTLH,HY,F,4.32,50.9,18.0,31.0,,,,,,,
4100-08799,07/27/2010,6:20,MCGC,FCE,BTLH,AHY,F,3.7,49.8,18.1,30.0,,,,,,,
4100-08800,07/27/2010,6:20,MCGC,TBE,BTLH,AHY,F,4,50.5,18.8,31.0,,,,,,,
4100-08801,07/24/2010,6:45,MCGC,FCE,RUHU,AHY,M,3.1,38.9,16.3,27.0,,,,,,,
4100-08802,07/17/2010,7:10,MCGC,FCE,BTLH,AHY,F,3.5,48.6,19.2,30.3,,,,,,,
4100-08803,07/17/2010,7:10,MCGC,FCE,BTLH,AHY,F,3.9,51.1,18.3,30.0,,,,,,,
4100-08804,07/17/2010,8:10,MCGC,FCE,BTLH,AHY,F,4.2,51.5,19.0,29.6,,,,,,,
4100-08805,07/17/2010,10:10,MCGC,FCE,BTLH,AHY,F,3.3,49.7,19.3,31.0,,,,,,,
4100-08806,07/17/2010,20:12,MCGC,FCE,BTLH,AHY,F,3.4,49.7,18.3,30.0,,,,,,,
4100-08807,07/18/2010,7:35,MCGC,FCE,BTLH,AHY,F,3.4,50.2,18.2,30.2,,,,,,,
4100-08808,07/18/2010,7:50,MCGC,FCE,BTLH,AHY,F,3.9,50.7,20.0,30.1,,,,,,,
4100-08809,07/18/2010,7:50,MCGC,FCE,BTLH,AHY,F,3.6,49.4,18.3,30.0,,,,,,,
4100-08810,07/18/2010,7:50,MCGC,FCE,BTLH,AHY,F,3.4,50.1,19.0,31.9,,,,,,,
4100-08811,07/18/2010,8:00,MCGC,FCE,BTLH,AHY,F,3.6,50.8,18.9,30.0,,,,,,,
4100-08812,07/19/2010,15:35,KV1,FCE,BTLH,AHY,F,3.58,51.8,19.0,31.0,,,,,,,
4100-08813,07/19/2010,16:36,KV1,FCE,BTLH,AHY,F,3.45,50.5,18.5,30.0,,,,,,,
4100-08814,07/19/2010,17:42,GNMTN,FCE,BTLH,AHY,F,3.4,51.0,19.2,29.0,,,,,,,
4100-08815,07/19/2010,17:50,GNMTN,FCE,BTLH,AHY,F,3.89,51.7,18.5,31.5,,,,,,,
4100-08816,07/19/2010,18:03,GNMTN,FCE,BTLH,AHY,F,3.51,49.6,18.9,31.2,,,,,,,
4100-08817,07/19/2010,18:15,GNMTN,FCE,BTLH,HY,F,3.9,50.9,16.5,31.2,,,,,,,
4100-08818,07/19/2010,18:15,GNMTN,FCE,BTLH,AHY,F,3.5,50.0,18.8,30.0,,,,,,,
4100-08819,07/19/2010,18:40,GNMTN,FCE,BTLH,AHY,F,3.55,50.7,,30.5,,,,,,,
4100-08820,07/19/2010,18:40,GNMTN,FCE,BTLH,AHY,F,3.61,49.8,19.2,30.0,,,,,,,
4100-08821,07/19/2010,18:40,GNMTN,FCE,BTLH,AHY,F,3.42,50.6,19.2,30.0,,,,,,,
4100-08822,07/20/2010,7:42,MCGC,FCE,BTLH,AHY,F,4.1,49.8,18.0,29.8,,,,,,,
4100-08823,07/20/2010,7:40,MCGC,TBE,BTLH,AHY,F,3.5,,,,,,,,,,
4100-08824,07/20/2010,7:40,MCGC,TBE,BTLH,AHY,F,3.5,,,,,,,,,,
4100-08825,07/20/2010,8:25,MCGC,FCE,BTLH,AHY,F,3.5,49.8,18.2,32.0,,,,,,,
4100-08826,07/20/2010,8:38,MCGC,FCE,BTLH,AHY,F,3.5,49.5,18.6,29.9,,,,,,,
4100-08827,07/20/2010,10:15,MCGC,FCE,BTLH,AHY,F,3.5,50.4,19.2,30.0,,,,,,,
4100-08828,07/21/2010,10:45,MP1,TBE,BTLH,AHY,F,3.41,50.0,18.8,31.0,,,,,,,
4100-08829,07/21/2010,10:45,MP1,TBE,BTLH,AHY,F,3.24,49.8,18.5,32.0,,,,,,,
4100-08830,07/21/2010,10:58,MP1,TBE,BTLH,HY,F,3.38,49.1,14.5,28.5,,,,,,,
4100-08831,07/21/2010,11:18,MP1,FCE,BTLH,AHY,F,3.88,49.9,18.3,30.2,,,,,,,
4100-08832,07/21/2010,11:28,MP1,FCE,BTLH,AHY,F,3.18,49.4,17.5,30.0,,,,,,,
4100-08833,07/21/2010,11:32,MP1,FCE,BTLH,AHY,F,3.38,49.6,18.8,30.0,,,,,,,
4100-08834,07/21/2010,11:50,MP1,TBE,BTLH,AHY,F,3.52,50.2,19.0,30.5,,,,,,,
4100-08835,07/21/2010,12:00,MP1,FCE,BTLH,AHY,F,3.74,49.3,19.1,30.0,,,,,,,
4100-08836,07/21/2010,12:00,MP1,FCE,BTLH,AHY,F,3.67,50.8,18.5,31.5,,,,,,,
4100-08837,07/21/2010,12:25,MP1,FCE,BTLH,AHY,F,3.31,49.2,17.2,28.2,,,,,,,
4100-08838,07/21/2010,12:54,MP1,FCE,BTLH,AHY,F,3.98,52.0,19.3,30.0,,,,,,,
4100-08839,07/21/2010,13:00,MP1,FCE,BTLH,AHY,F,3.81,50.1,19.2,30.3,,,,,,,
4100-08840,07/21/2010,13:00,MP1,FCE,BTLH,AHY,F,3.56,52.1,19.5,32.0,,,,,,,
4100-08841,07/22/2010,7:13,MCGC,FCE,RUHU,AHY,M,3.5,40.3,17.0,29.0,,,,,,,
4100-08842,07/17/2010,8:50,MCGC,TBE,RUHU,AHY,F,,,,,,,,,,,
4100-08843,07/17/2010,19:50,MCGC,FCE,RUHU,AHY,F,3.4,43.4,17.3,27.6,,,,,,,
4100-08844,07/17/2010,20:01,MCGC,TBE,RUHU,AHY,F,4,42.7,17.5,27.5,,,,,,,
4100-08845,07/17/2010,20:12,MCGC,TBE,RUHU,AHY,F,3.6,43.4,16.3,26.0,,,,,,,
4100-08846,07/17/2010,20:20,MCGC,TBE,RUHU,AHY,F,3.8,42.7,16.5,28.0,,,,,,,
4100-08847,07/18/2010,7:28,MCGC,FCE,RUHU,AHY,F,3.7,45.6,17.8,27.5,,,,,,,
4100-08848,07/19/2010,14:05,KV1,FCE,BTLH,HY,M,4.45,49.4,17.0,30.0,,,,,,possibly related,
4100-08849,07/19/2010,14:05,KV1,FCE,BTLH,HY,M,3.6,49.4,17.2,29.5,,,,,,possibly related,
4100-08850,07/19/2010,14:30,KV1,FCE,RUHU,AHY,F,3.83,44.6,17.4,27.5,,,,,,,
