"","band","band_status","year","age","sex","site","site_recap","location"
"2898","4100-08709","1",2010,"AHY","F","MCGC","MCGC","east"
"2899","4100-08710","1",2010,"AHY","F","MCGC","MCGC","east"
"2900","4100-08711","1",2010,"AHY","F","MCGC","MCGC","east"
"2901","4100-08712","1",2010,"AHY","F","MCGC","MCGC","east"
"2902","4100-08713","1",2010,"AHY","F","HPK2","HPK2","east"
"2903","4100-08714","1",2010,"AHY","F","HPK2","HPK2","east"
"2904","4100-08715","1",2010,"AHY","F","HPK2","HPK2","east"
"2905","4100-08715","R",2011,"AHY","F","HPK2","HPK2","east"
"2906","4100-08715","R",2011,"AHY","F","HPK2","HPK3","east"
"2907","4100-08716","1",2010,"AHY","F","HPK2","HPK2","east"
"2908","4100-08716","R",2011,"AHY","F","HPK2","MP1","east"
"2909","4100-08717","1",2010,"AHY","F","HPK2","HPK2","east"
"2910","4100-08718","1",2010,"AHY","F","HPK2","HPK2","east"
"2911","4100-08719","1",2010,"AHY","F","HPK2","HPK2","east"
"2912","4100-08719","R",2011,"AHY","F","HPK2","HPK2","east"
"2913","4100-08720","1",2010,"AHY","F","HPK2","HPK2","east"
"2914","4100-08721","1",2010,"AHY","F","MCGC","MCGC","east"
"2915","4100-08722","1",2010,"AHY","F","MCGC","MCGC","east"
"2916","4100-08723","1",2010,"AHY","F","MCGC","MCGC","east"
"2917","4100-08723","R",2011,"AHY","F","MCGC","MCGC","east"
"2918","4100-08724","1",2010,"AHY","F","MCGC","MCGC","east"
"2919","4100-08725","1",2010,"AHY","F","MCGC","MCGC","east"
"2920","4100-08726","1",2010,"AHY","F","MCGC","MCGC","east"
"2921","4100-08727","1",2010,"AHY","F","MCGC","MCGC","east"
"2922","4100-08728","1",2010,"AHY","F","MCGC","MCGC","east"
"2923","4100-08729","1",2010,"AHY","F","MCGC","MCGC","east"
"2924","4100-08730","1",2010,"AHY","F","MCGC","MCGC","east"
"2925","4100-08732","1",2010,"AHY","M","GNMTN","GNMTN","west"
"2926","4100-08733","1",2010,"AHY","M","GNMTN","GNMTN","west"
"2927","4100-08734","1",2010,"AHY","M","HOLZ","HOLZ","west"
"2928","4100-08738","1",2010,"AHY","M","HOLZ","HOLZ","west"
"2929","4100-08743","1",2010,"HY","M","MP1","MP1","east"
"2930","4100-08744","1",2010,"AHY","M","MCGC","MCGC","east"
"2931","4100-08746","1",2010,"AHY","M","HPK2","HPK2","east"
"2932","4100-08747","1",2010,"HY","M","HPK2","HPK2","east"
"2933","4100-08748","1",2010,"HY","M","MCGC","MCGC","east"
"2934","4100-08748","R",2011,"HY","M","MCGC","MCGC","east"
"2935","4100-08751","1",2012,"AHY","M","MCGC","MCGC","east"
"2936","4100-08752","1",2010,"HY","M","HPK2","HPK2","east"
"2937","4100-08761","1",2010,"AHY","F","MCGC","MCGC","east"
"2938","4100-08761","R",2011,"AHY","F","MCGC","MCGC","east"
"2939","4100-08762","1",2010,"AHY","F","KV1","KV1","west"
"2940","4100-08763","1",2010,"AHY","F","KV1","KV1","west"
"2941","4100-08763","R",2011,"AHY","F","KV1","KV1","west"
"2942","4100-08764","1",2010,"AHY","F","KV1","KV1","west"
"2943","4100-08764","R",2011,"AHY","F","KV1","KV1","west"
"2944","4100-08765","1",2010,"AHY","F","KV1","KV1","west"
"2945","4100-08766","1",2010,"AHY","F","KV1","KV1","west"
"2946","4100-08767","1",2010,"AHY","F","KV1","KV1","west"
"2947","4100-08767","R",2011,"AHY","F","KV1","KV1","west"
"2948","4100-08768","1",2010,"AHY","F","KV1","KV1","west"
"2949","4100-08769","1",2010,"AHY","F","GNMTN","GNMTN","west"
"2950","4100-08770","1",2010,"AHY","F","GNMTN","GNMTN","west"
"2951","4100-08771","1",2010,"AHY","F","GNMTN","GNMTN","west"
"2952","4100-08772","1",2010,"AHY","F","GNMTN","GNMTN","west"
"2953","4100-08773","1",2010,"AHY","F","GNMTN","GNMTN","west"
"2954","4100-08774","1",2010,"AHY","F","GNMTN","GNMTN","west"
"2955","4100-08774","R",2011,"AHY","F","GNMTN","GNMTN","west"
"2956","4100-08775","1",2010,"AHY","F","GNMTN","GNMTN","west"
"2957","4100-08776","1",2010,"AHY","F","GNMTN","GNMTN","west"
"2958","4100-08777","1",2010,"AHY","F","HOLZ","HOLZ","west"
"2959","4100-08778","1",2010,"AHY","F","HOLZ","HOLZ","west"
"2960","4100-08779","1",2010,"AHY","F","HOLZ","HOLZ","west"
"2961","4100-08780","1",2010,"AHY","F","HOLZ","HOLZ","west"
"2962","4100-08781","1",2010,"AHY","F","HOLZ","HOLZ","west"
"2963","4100-08782","1",2010,"AHY","F","HOLZ","HOLZ","west"
"2964","4100-08783","1",2010,"AHY","F","HOLZ","HOLZ","west"
"2965","4100-08784","1",2010,"AHY","F","MCGC","MCGC","east"
"2966","4100-08784","R",2011,"AHY","F","MCGC","MCGC","east"
"2967","4100-08785","1",2010,"AHY","F","MCGC","MCGC","east"
"2968","4100-08786","1",2010,"AHY","F","MCGC","MCGC","east"
"2969","4100-08787","1",2010,"AHY","F","MCGC","MCGC","east"
"2970","4100-08788","1",2010,"AHY","F","MCGC","MCGC","east"
"2971","4100-08789","1",2010,"AHY","F","MP1","MP1","east"
"2972","4100-08790","1",2010,"AHY","F","MP1","MP1","east"
"2973","4100-08791","1",2010,"AHY","F","MP1","MP1","east"
"2974","4100-08792","1",2010,"AHY","F","MP1","MP1","east"
"2975","4100-08793","1",2010,"AHY","F","MP1","MP1","east"
"2976","4100-08794","1",2010,"AHY","F","MP1","MP1","east"
"2977","4100-08795","1",2010,"AHY","F","MP1","MP1","east"
"2978","4100-08796","1",2010,"AHY","F","MP1","MP1","east"
"2979","4100-08797","1",2010,"AHY","F","MP1","MP1","east"
"2980","4100-08798","1",2010,"HY","F","MP1","MP1","east"
"2981","4100-08798","R",2011,"HY","F","MP1","MP1","east"
"2982","4100-08799","1",2010,"AHY","F","MCGC","MCGC","east"
"2983","4100-08800","1",2010,"AHY","F","MCGC","MCGC","east"
"2984","4100-08800","R",2011,"AHY","F","MCGC","CC3","east"
"2985","4100-08802","1",2010,"AHY","F","MCGC","MCGC","east"
"2986","4100-08803","1",2010,"AHY","F","MCGC","MCGC","east"
"2987","4100-08804","1",2010,"AHY","F","MCGC","MCGC","east"
"2988","4100-08805","1",2010,"AHY","F","MCGC","MCGC","east"
"2989","4100-08806","1",2010,"AHY","F","MCGC","MCGC","east"
"2990","4100-08807","1",2010,"AHY","F","MCGC","MCGC","east"
"2991","4100-08808","1",2010,"AHY","F","MCGC","MCGC","east"
"2992","4100-08808","R",2011,"AHY","F","MCGC","MCGC","east"
"2993","4100-08809","1",2010,"AHY","F","MCGC","MCGC","east"
"2994","4100-08809","R",2011,"AHY","F","MCGC","MCGC","east"
"2995","4100-08810","1",2010,"AHY","F","MCGC","MCGC","east"
"2996","4100-08811","1",2010,"AHY","F","MCGC","MCGC","east"
"2997","4100-08811","R",2011,"AHY","F","MCGC","MCGC","east"
"2998","4100-08812","1",2010,"AHY","F","KV1","KV1","west"
"2999","4100-08813","1",2010,"AHY","F","KV1","KV1","west"
"3000","4100-08814","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3001","4100-08814","R",2011,"AHY","F","GNMTN","GNMTN","west"
"3002","4100-08815","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3003","4100-08816","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3004","4100-08817","1",2010,"HY","F","GNMTN","GNMTN","west"
"3005","4100-08817","R",2011,"HY","F","GNMTN","GNMTN","west"
"3006","4100-08818","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3007","4100-08819","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3008","4100-08820","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3009","4100-08820","R",2011,"AHY","F","GNMTN","GNMTN","west"
"3010","4100-08821","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3011","4100-08821","R",2011,"AHY","F","GNMTN","GNMTN","west"
"3012","4100-08822","1",2010,"AHY","F","MCGC","MCGC","east"
"3013","4100-08822","R",2011,"AHY","F","MCGC","MCGC","east"
"3014","4100-08823","1",2010,"AHY","F","MCGC","MCGC","east"
"3015","4100-08824","1",2010,"AHY","F","MCGC","MCGC","east"
"3016","4100-08825","1",2010,"AHY","F","MCGC","MCGC","east"
"3017","4100-08826","1",2010,"AHY","F","MCGC","MCGC","east"
"3018","4100-08826","R",2011,"AHY","F","MCGC","MCGC","east"
"3019","4100-08827","1",2010,"AHY","F","MCGC","MCGC","east"
"3020","4100-08828","1",2010,"AHY","F","MP1","MP1","east"
"3021","4100-08829","1",2010,"AHY","F","MP1","MP1","east"
"3022","4100-08830","1",2010,"HY","F","MP1","MP1","east"
"3023","4100-08831","1",2010,"AHY","F","MP1","MP1","east"
"3024","4100-08832","1",2010,"AHY","F","MP1","MP1","east"
"3025","4100-08833","1",2010,"AHY","F","MP1","MP1","east"
"3026","4100-08834","1",2010,"AHY","F","MP1","MP1","east"
"3027","4100-08834","R",2011,"AHY","F","MP1","MP1","east"
"3028","4100-08835","1",2010,"AHY","F","MP1","MP1","east"
"3029","4100-08836","1",2010,"AHY","F","MP1","MP1","east"
"3030","4100-08837","1",2010,"AHY","F","MP1","MP1","east"
"3031","4100-08838","1",2010,"AHY","F","MP1","MP1","east"
"3032","4100-08839","1",2010,"AHY","F","MP1","MP1","east"
"3033","4100-08840","1",2010,"AHY","F","MP1","MP1","east"
"3034","4100-08840","R",2011,"AHY","F","MP1","MP1","east"
"3035","4100-08848","1",2010,"HY","M","KV1","KV1","west"
"3036","4100-08849","1",2010,"HY","M","KV1","KV1","west"
"3037","4100-08851","1",2010,"AHY","F","KV1","KV1","west"
"3038","4100-08852","1",2010,"AHY","F","KV1","KV1","west"
"3039","4100-08853","1",2010,"AHY","F","KV1","KV1","west"
"3040","4100-08854","1",2010,"AHY","F","KV1","KV1","west"
"3041","4100-08854","R",2011,"AHY","F","KV1","KV1","west"
"3042","4100-08856","1",2010,"AHY","M","GNMTN","GNMTN","west"
"3043","4100-08861","1",2010,"AHY","M","MCGC","MCGC","east"
"3044","4100-08861","R",2011,"AHY","M","MCGC","MCGC","east"
"3045","4100-08863","1",2010,"AHY","M","MP1","MP1","east"
"3046","4100-08864","1",2010,"AHY","M","MP1","MP1","east"
"3047","4100-08874","1",2010,"AHY","M","MCGC","MCGC","east"
"3048","4100-08880","1",2010,"AHY","M","GNMTN","GNMTN","west"
"3049","4100-08891","1",2010,"AHY","M","HPK2","HPK2","east"
"3050","4100-08901","1",2010,"AHY","F","CC3","CC3","east"
"3051","4100-08902","1",2010,"AHY","F","KV1","KV1","west"
"3052","4100-08903","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3053","4100-08904","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3054","4100-08905","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3055","4100-08906","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3056","4100-08907","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3057","4100-08907","R",2010,"AHY","F","GNMTN","HOLZ","west"
"3058","4100-08908","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3059","4100-08909","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3060","4100-08910","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3061","4100-08911","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3062","4100-08912","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3063","4100-08913","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3064","4100-08914","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3065","4100-08915","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3066","4100-08915","R",2011,"AHY","F","GNMTN","GNMTN","west"
"3067","4100-08916","1",2010,"AHY","F","GNMTN","GNMTN","west"
"3068","4100-08917","1",2010,"AHY","F","GC1","GC1","east"
"3069","4100-08918","1",2010,"AHY","F","MCGC","MCGC","east"
